_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.political_affiliation,data.avatar,data.neighbor_ids,data.responses,data.response0TimeAt,data.response0,data.response1TimeAt,data.response1,data.response2TimeAt,data.response2,data.response3TimeAt,data.response3,data.response4TimeAt,data.response4,data.total_reward,data.base_reward,data.bonus,data.made_submission,data.age,data.education,data.gender,data.instruction_first_guess,data.instruction_second_guess,data.article,data.boston,data.hotdog,data.champion,data.last_response0,data.last_response1,data.last_response2,data.last_response3,data.last_response4,data.senate,data.other_player_party,data.knowledge,data.american,data.state,data.neighborhood,data.democrats,data.republicans,data.determined,data.attentive,data.alert,data.inspired,data.active,data.afraid,data.nervous,data.upset,data.ashamed,data.hostile,data.american_feel,data.texan_feel,data.democrats_feel,data.californians_feel,data.chinese_feel,data.republicans_feel,data.clarity,data.fairness,data.lookup,data.familiarity,data.feedback,data.province,data.official,data.city,data.years,data.stone,data.mile,data.last_responses,data.iranians_feel,data.russians_feel
5nPww4azxerk4He6u,,2019-11-08T23:36:41Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-08T23:37:44Z,finished,,,2019-11-08T23:29:12Z,republican,republican.png,TAXsbhwburRcWdPF4,"40,,68,85,85",2019-11-08T23:36:57.704Z,40.0,,,2019-11-08T23:37:19.903Z,68.0,2019-11-08T23:37:28.855Z,85.0,2019-11-08T23:37:36.079Z,85.0,3.0,2.0,1.0,True,37.0,associate,female,50.0,56.0,HotDog.png,Boston Old State House,62,Jack Dietz,40.0,,68.0,85.0,85.0,democrats,democratic,neither-unknowledgeable-knowledgable,agree,agree,no_agree_disagree,strong_disagree,no_agree_disagree,quite_bit,moderate,quite_bit,moderate,,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,90.0,80.0,45.0,13.0,43.0,75.0,10.0,10.0,no,no,Thank you for allowing me to play your game. The hit was really fun and I'd love to be able to do it again in the future.,,,,,,,"40,,68,85,85",,
Nm5ikoMbYLZnrHcq7,,2019-11-08T23:49:56Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-08T23:51:24Z,finished,,,2019-11-08T23:45:12Z,republican,republican.png,uqdHSZLtz54KA9b5p,"39,57,54,55,61",2019-11-08T23:50:15.885Z,39.0,2019-11-08T23:50:37.576Z,57.0,2019-11-08T23:50:54.784Z,54.0,2019-11-08T23:51:08.059Z,55.0,2019-11-08T23:51:19.682Z,61.0,3.0,2.0,1.0,True,31.0,bachelors,male,61.0,61.0,Hashtag_Rock.png,,,,39.0,57.0,54.0,55.0,61.0,republicans,democratic,slightly-unknowledgeable,agree,agree,strong_agree,disagree,agree,quite_bit,extreme,extreme,moderate,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,77.0,71.0,36.0,24.0,17.0,74.0,10.0,10.0,no,no,,,,,315000,38.6,190,"39,57,54,55,61",,
PMewjyHgAufpDLj9q,,2019-11-09T00:12:11Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T00:13:35Z,finished,,,2019-11-09T00:04:44Z,republican,republican.png,X3WMg3cbWDnjJwgeb,"35,54,55,55,55",2019-11-09T00:12:31.943Z,35.0,2019-11-09T00:12:46.446Z,54.0,2019-11-09T00:13:02.374Z,55.0,2019-11-09T00:13:13.839Z,55.0,2019-11-09T00:13:30.118Z,55.0,3.0,2.0,1.0,True,36.0,associate,female,,,Hashtag_Rock.png,,,,35.0,54.0,55.0,55.0,55.0,democrats,democratic,slightly-knowledgeable,agree,agree,agree,agree,agree,little,quite_bit,quite_bit,little,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,85.0,85.0,85.0,85.0,85.0,70.0,10.0,10.0,no,no,"Nice study, had no issues",,,,315000,38.6,190,"35,54,55,55,55",,
RrxiPCPvHxprwfitn,,2019-11-09T00:14:13Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T00:15:14Z,finished,,,2019-11-09T00:07:23Z,republican,republican.png,TdyWJw4yDNaKSWzLv,"31,51,51,54,50",2019-11-09T00:14:34.908Z,31.0,2019-11-09T00:14:44.410Z,51.0,2019-11-09T00:14:53.447Z,51.0,2019-11-09T00:15:00.096Z,54.0,2019-11-09T00:15:12.186Z,50.0,3.0,2.0,1.0,True,41.0,associate,male,13.0,13.0,SuperEnemy.png,,,,31.0,51.0,51.0,54.0,50.0,republicans,democratic,slightly-knowledgeable,strong_agree,strong_agree,strong_agree,agree,agree,quite_bit,quite_bit,quite_bit,quite_bit,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,78.0,78.0,60.0,77.0,61.0,58.0,10.0,10.0,no,no,none,hormozgan,nikolai patrushev,beijing,,,,"31,51,51,54,50",,
W5uaMsxw86gshyuW9,,,,,,,,,,2019-11-09T00:12:22Z,republican,republican.png,,,,,,,,,,,,,,,,,50.0,high-school,female,,50.0,Hashtag_Rock.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,38,,,,
BPoMEMAJzrc4dimbp,,2019-11-09T00:20:00Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T00:21:25Z,finished,,,2019-11-09T00:15:46Z,republican,republican.png,huWarRa5SRNWL2Qru,"31,,,,",2019-11-09T00:20:19.787Z,31.0,,,,,,,,,3.0,2.0,1.0,True,33.0,professional,male,44.0,,Hashtag_Rock.png,,,,31.0,,,,,republicans,democratic,neither-unknowledgeable-knowledgable,strong_agree,strong_disagree,strong_disagree,strong_disagree,agree,moderate,little,extreme,little,quite_bit,not_at_all,not_at_all,not_at_all,moderate,little,99.0,89.0,1.0,1.0,87.0,84.0,9.0,10.0,no,no,,,,,315000,38.6,190,"31,,,,",,
kJyoX8TDeZLj3WqxZ,,2019-11-09T00:31:08Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T00:32:45Z,finished,,,2019-11-09T00:24:35Z,republican,republican.png,Qagnyr3YwhmjGsMjM,"51,55,38,42,36",2019-11-09T00:31:32.962Z,51.0,2019-11-09T00:31:54.583Z,55.0,2019-11-09T00:32:11.568Z,38.0,2019-11-09T00:32:23.187Z,42.0,2019-11-09T00:32:42.620Z,36.0,3.0,2.0,1.0,True,45.0,masters,female,58.0,64.0,SuperEnemy.png,,,,51.0,55.0,38.0,42.0,36.0,republicans,republican,unknowledgeable,agree,agree,agree,strong_disagree,agree,moderate,quite_bit,quite_bit,not_at_all,little,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,63.0,68.0,7.0,3.0,8.0,54.0,6.0,10.0,no,no,,Hormozgan,Nikolai Patrushev ,Beijing,,,,"51,55,38,42,36",,
YLAzsm7mF9PKB784e,,2019-11-09T00:34:22Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T00:35:41Z,finished,,,2019-11-09T00:24:37Z,republican,republican.png,p9W6GwNs5KHhBjC2B,"22,22,17,22,24",2019-11-09T00:36:10.832Z,22.0,2019-11-09T00:36:24.785Z,22.0,2019-11-09T00:36:39.343Z,17.0,2019-11-09T00:36:51.621Z,22.0,2019-11-09T00:37:03.038Z,24.0,3.0,2.0,1.0,True,51.0,masters,male,,,Hashtag_Rock.png,,,,22.0,22.0,17.0,22.0,24.0,republicans,democratic,very-unknowledgeable,agree,agree,strong_agree,strong_disagree,no_agree_disagree,moderate,quite_bit,quite_bit,moderate,little,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,64.0,75.0,7.0,4.0,4.0,50.0,8.0,10.0,no,no,,,,,315000,38.6,190,"22,22,17,22,24",,
p37ruqEpZ94fGHvqM,,2019-11-09T01:13:05Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T01:14:08Z,finished,,,2019-11-09T01:02:05Z,republican,republican.png,uAenMhqqcTwToe5ig,"78,,48,55,47",2019-11-09T01:13:22.015Z,78.0,,,2019-11-09T01:13:43.098Z,48.0,2019-11-09T01:13:53.865Z,55.0,2019-11-09T01:14:04.069Z,47.0,3.0,2.0,1.0,True,39.0,associate,male,21.0,10.0,SuperEnemy.png,,,,78.0,,48.0,55.0,47.0,republicans,democratic,neither-unknowledgeable-knowledgable,strong_agree,no_agree_disagree,disagree,agree,agree,quite_bit,extreme,extreme,quite_bit,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,96.0,78.0,80.0,95.0,62.0,62.0,10.0,10.0,no,yes,I was familiar with the issue in the estimation task but wasn't aware of any specific numbers. I simply made an educated guess.,Hormozgan,Nikolai Patrushev,Beijing,,,,"78,,48,55,47",,
LAYg67pdoem9CtLRC,,2019-11-09T01:24:08Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T01:25:16Z,finished,,,2019-11-09T01:12:22Z,republican,republican.png,iTcKMmGWuxmaDjFRf,"21,34,40,47,48",2019-11-09T01:24:28.820Z,21.0,2019-11-09T01:24:40.860Z,34.0,2019-11-09T01:24:47.794Z,40.0,2019-11-09T01:24:57.527Z,47.0,2019-11-09T01:25:12.059Z,48.0,3.0,2.0,1.0,True,49.0,masters,male,,,SuperEnemy.png,,,,21.0,34.0,40.0,47.0,48.0,republicans,democratic,unknowledgeable,strong_agree,strong_agree,agree,disagree,agree,quite_bit,quite_bit,quite_bit,quite_bit,quite_bit,not_at_all,little,not_at_all,not_at_all,not_at_all,79.0,79.0,7.0,6.0,45.0,52.0,6.0,10.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"21,34,40,47,48",,
XATBteRQNztoJjbpf,,2019-11-09T01:20:56Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T01:22:08Z,finished,,,2019-11-09T01:14:45Z,republican,republican.png,kg72FmMEghKDqtuhj,"21,,23,21,21",2019-11-09T01:21:16.210Z,21.0,,,2019-11-09T01:21:43.558Z,23.0,2019-11-09T01:21:53.903Z,21.0,2019-11-09T01:22:04.760Z,21.0,3.0,2.0,1.0,True,35.0,bachelors,female,,,Hashtag_Rock.png,,,,21.0,,23.0,21.0,21.0,republicans,democratic,slightly-knowledgeable,strong_agree,strong_agree,,agree,agree,extreme,extreme,extreme,extreme,extreme,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,99.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,no,no,,,,,315000,38.6,190,"21,,23,21,21",,
tfDescv2z7yCxZeTP,,2019-11-09T01:24:31Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T01:25:42Z,finished,,,2019-11-09T01:15:41Z,republican,republican.png,aJaJkYsmwa8r63fQc,"15,20,,20,",2019-11-09T01:24:50.039Z,15.0,2019-11-09T01:24:59.494Z,20.0,,,2019-11-09T01:25:24.382Z,20.0,,,3.0,2.0,1.0,True,33.0,professional,male,41.0,22.0,SuperEnemy.png,,,,15.0,20.0,,20.0,20.0,republicans,democratic,neither-unknowledgeable-knowledgable,strong_agree,agree,agree,no_agree_disagree,no_agree_disagree,moderate,extreme,extreme,moderate,little,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,95.0,90.0,75.0,90.0,95.0,75.0,8.0,9.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"15,20,,20,20",,
9tawguhDQoAqsRPnf,,2019-11-09T01:34:13Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T01:35:08Z,finished,,,2019-11-09T01:22:51Z,republican,republican.png,ppwmNdg8LLgpmhcRy,"39,63,69,74,72",2019-11-09T01:34:33.636Z,39.0,2019-11-09T01:34:43.009Z,63.0,2019-11-09T01:34:49.761Z,69.0,2019-11-09T01:34:56.589Z,74.0,2019-11-09T01:35:07.253Z,72.0,3.0,2.0,1.0,True,57.0,bachelors,female,58.0,39.0,HotDog.png,Old State House,62,Jack Dietz,39.0,63.0,69.0,74.0,72.0,republicans,republican,slightly-knowledgeable,strong_agree,strong_agree,,strong_disagree,strong_agree,extreme,extreme,extreme,extreme,moderate,not_at_all,not_at_all,not_at_all,not_at_all,,97.0,98.0,15.0,94.0,46.0,96.0,8.0,10.0,no,yes,,,,,,,,"39,63,69,74,72",,
ZGQTwM4t94RZQLgKc,,,,,,,,,,2019-11-09T01:54:30Z,republican,republican.png,,,,,,,,,,,,,,,,,70.0,masters,female,,,SuperEnemy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5wn4p8FYv2oSkTWwm,,2019-11-09T02:12:28Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T02:13:39Z,finished,,,2019-11-09T02:00:03Z,democrat,democrat.png,26XGr5xEHa2XSjZdY,"20,40,30,36,36",2019-11-09T02:12:40.230Z,20.0,2019-11-09T02:12:55.866Z,40.0,2019-11-09T02:13:11.672Z,30.0,2019-11-09T02:13:19.962Z,36.0,2019-11-09T02:13:36.055Z,36.0,3.0,2.0,1.0,True,,high-school,,40.0,40.0,SuperEnemy.png,,,,20.0,40.0,30.0,36.0,36.0,republicans,republican,slightly-unknowledgeable,agree,agree,agree,disagree,disagree,little,moderate,moderate,little,little,not_at_all,not_at_all,not_at_all,not_at_all,little,70.0,50.0,75.0,50.0,50.0,55.0,8.0,9.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"20,40,30,36,36",,
h2gRi5vmRSysxybFB,,2019-11-09T02:23:42Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T02:25:06Z,finished,,,2019-11-09T02:18:47Z,republican,republican.png,zGMmpNhRsYw8sZTeh,"31,50,50,50,50",2019-11-09T02:23:52.452Z,31.0,2019-11-09T02:24:09.639Z,50.0,2019-11-09T02:24:27.639Z,50.0,2019-11-09T02:24:44.560Z,50.0,2019-11-09T02:25:02.690Z,50.0,3.0,2.0,1.0,True,48.0,masters,female,70.0,55.0,SuperEnemy.png,,,,31.0,50.0,50.0,50.0,50.0,republicans,democratic,neither-unknowledgeable-knowledgable,agree,agree,,no_agree_disagree,,quite_bit,quite_bit,quite_bit,quite_bit,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,50.0,50.0,50.0,50.0,50.0,50.0,10.0,10.0,no,no,I enjoyed working on this hit. It is an area that is very interesting to me.,Hormozgan,Nikolai Patrushev,Beijing,,,,"31,50,50,50,50",,
riTZRmEnz9ftijbpN,,2019-11-09T02:25:45Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T02:26:48Z,finished,,,2019-11-09T02:19:51Z,republican,republican.png,a7j3tR3zcmpdkCfnT,"27,,71,69,69",2019-11-09T02:25:59.584Z,27.0,,,2019-11-09T02:26:28.044Z,71.0,2019-11-09T02:26:34.811Z,69.0,2019-11-09T02:26:45.645Z,69.0,3.0,2.0,1.0,True,,bachelors,female,25.0,28.0,Hashtag_Rock.png,,,,27.0,,71.0,69.0,69.0,democrats,republican,slightly-unknowledgeable,,,agree,no_agree_disagree,agree,,quite_bit,quite_bit,quite_bit,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,100.0,85.0,51.0,52.0,100.0,99.0,10.0,6.0,no,no,"Thank you for sharing this game, it was very interesting.\n",,,,"315,000",38.6,190,"27,,71,69,69",,
Tc3yaNKeduaSzNTm9,,2019-11-09T02:49:06Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T02:50:24Z,finished,,,2019-11-09T02:41:12Z,republican,republican.png,42Zh24Wppx9WTkcDr,"34,,59,48,66",2019-11-09T02:49:47.569Z,34.0,,,2019-11-09T02:50:11.093Z,59.0,2019-11-09T02:50:21.978Z,48.0,2019-11-09T02:50:36.617Z,66.0,3.0,2.0,1.0,True,53.0,high-school,male,61.0,79.0,HotDog.png,Old State House,62,Jack Dietz,34.0,,59.0,48.0,66.0,democrats,democratic,slightly-knowledgeable,agree,strong_agree,no_agree_disagree,strong_disagree,agree,quite_bit,moderate,moderate,little,moderate,quite_bit,not_at_all,not_at_all,little,little,79.0,63.0,42.0,57.0,54.0,77.0,7.0,4.0,no,no,,,,,,,,"34,,59,48,66",,
mkDtdPJFkrgdvB6Aa,,,,,,,,,,2019-11-09T03:01:24Z,republican,republican.png,,,,,,,,,,,,,,,,,27.0,bachelors,male,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vnTSEkJoeBreaewWc,,2019-11-09T04:47:43Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T04:48:36Z,finished,,,2019-11-09T04:42:39Z,democrat,democrat.png,tf2GjeCfAmoA4E8Ga,"5,11,17,18,18",2019-11-09T04:47:57.759Z,5.0,2019-11-09T04:48:05.857Z,11.0,2019-11-09T04:48:13.846Z,17.0,2019-11-09T04:48:22.093Z,18.0,2019-11-09T04:48:32.778Z,18.0,3.0,2.0,1.0,True,22.0,bachelors,male,77.0,41.0,HotDog.png,old state house,62,Jack Dietz,5.0,11.0,17.0,18.0,18.0,republicans,republican,knowledgeable,agree,no_agree_disagree,strong_disagree,strong_disagree,disagree,moderate,extreme,moderate,moderate,little,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,22.0,41.0,3.0,1.0,0.0,36.0,8.0,10.0,no,no,,,,,,,,"5,11,17,18,18",,
qrMYtih3xDsSpf4b3,,2019-11-09T06:24:50Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T06:26:22Z,finished,,,2019-11-09T06:10:24Z,republican,republican.png,DdMGRToyuY4axg3QZ,"40,79,89,,",2019-11-09T06:25:16.297Z,40.0,2019-11-09T06:25:32.389Z,79.0,2019-11-09T06:25:48.517Z,89.0,,,,,3.0,2.0,1.0,True,49.0,bachelors,female,,,SuperEnemy.png,,,,40.0,79.0,89.0,,86.0,republicans,democratic,neither-unknowledgeable-knowledgable,agree,agree,agree,agree,agree,quite_bit,quite_bit,quite_bit,little,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,80.0,80.0,80.0,80.0,80.0,80.0,8.0,10.0,no,yes,"I'm an Independent voter that can lean Republican on some issues, so I did not check the radio button for Republican.  I'm more Republican than Democrat though.",Hormozgan, Nikolai Patrushev,Beijing,,,,"40,79,89,,86",,
dBMFGcXWtbZQgozTf,,2019-11-09T07:29:14Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T07:30:40Z,finished,,,2019-11-09T07:22:25Z,republican,republican.png,aH4ncPb5ZYPoixJxf,"32,,32,,32",2019-11-09T07:31:25.575Z,32.0,,,2019-11-09T07:31:53.357Z,32.0,,,2019-11-09T07:32:23.155Z,32.0,3.0,2.0,1.0,True,52.0,high-school,male,,,HotDog.png,Old state house,62,Jack dietz,32.0,32.0,32.0,32.0,32.0,republicans,democratic,slightly-knowledgeable,agree,agree,agree,no_agree_disagree,no_agree_disagree,quite_bit,extreme,extreme,moderate,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,98.0,99.0,51.0,50.0,61.0,80.0,9.0,10.0,no,no,I didn't understand it at first,,,,,,,"32,32,32,32,32",,
sdADyRtJo7QBPSnu4,,2019-11-09T07:41:12Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T07:42:37Z,finished,,,2019-11-09T07:27:42Z,republican,republican.png,Y6ru9uBJ4XkvKhbPT,",0,,0,0",,,2019-11-09T07:41:49.748Z,0.0,,,2019-11-09T07:42:19.610Z,0.0,2019-11-09T07:42:35.666Z,0.0,3.0,2.0,1.0,True,43.0,high-school,male,,,HotDog.png,Boston old state house,62,Jack Dietz,,0.0,,0.0,0.0,democrats,democratic,unknowledgeable,no_agree_disagree,no_agree_disagree,no_agree_disagree,no_agree_disagree,agree,moderate,moderate,moderate,not_at_all,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,51.0,51.0,51.0,51.0,51.0,99.0,10.0,10.0,no,no,,,,,,,,",0,,0,0",,
5RY8KSa5DQdiBEhhk,,2019-11-09T08:25:40Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T08:26:52Z,finished,,,2019-11-09T08:18:51Z,republican,republican.png,AvqtKnpZN2og7Br2q,"31,41,37,32,40",2019-11-09T08:26:02.907Z,31.0,2019-11-09T08:26:17.025Z,41.0,2019-11-09T08:26:29.338Z,37.0,2019-11-09T08:26:40.449Z,32.0,2019-11-09T08:26:51.073Z,40.0,3.0,2.0,1.0,True,55.0,some-college,male,,79.0,Hashtag_Rock.png,,,,31.0,41.0,37.0,32.0,40.0,republicans,democratic,neither-unknowledgeable-knowledgable,agree,agree,agree,no_agree_disagree,no_agree_disagree,moderate,quite_bit,quite_bit,little,moderate,not_at_all,little,not_at_all,not_at_all,not_at_all,80.0,60.0,50.0,56.0,45.0,50.0,8.0,10.0,no,no,Having the timer running on the instruction pages added a sense of urgency and haste that may lead to a less than careful reading of the them. Perhaps this was intended. ,,,,"315,000",38.6,190,"31,41,37,32,40",,
tKCn4mPeLLDy9Cf2B,,2019-11-09T08:58:58Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T08:59:53Z,finished,,,2019-11-09T08:50:47Z,republican,republican.png,L8HHwEM6E53Y56chq,"11,9,13,16,17",2019-11-09T08:59:00.758Z,11.0,2019-11-09T08:59:13.160Z,9.0,2019-11-09T08:59:20.135Z,13.0,2019-11-09T08:59:26.895Z,16.0,2019-11-09T08:59:38.976Z,17.0,3.0,2.0,1.0,True,60.0,some-college,female,39.0,54.0,Hashtag_Rock.png,,,,11.0,9.0,13.0,16.0,17.0,republicans,democratic,knowledgeable,strong_agree,agree,agree,disagree,strong_agree,quite_bit,extreme,extreme,moderate,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,100.0,100.0,14.0,3.0,36.0,71.0,10.0,10.0,no,no,none,,,,"315,000",38,190,"11,9,13,16,17",,
PEEfxeumBjBjybDRc,,2019-11-09T09:36:56Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T09:38:18Z,finished,,,2019-11-09T09:27:38Z,republican,republican.png,kNwyWB7B56FRKLJEo,",,34,23,21",,,,,2019-11-09T09:37:49.257Z,34.0,2019-11-09T09:38:06.857Z,23.0,2019-11-09T09:38:16.485Z,21.0,3.0,2.0,1.0,True,37.0,some-college,female,,,SuperEnemy.png,,,,,,34.0,23.0,21.0,republicans,republican,neither-unknowledgeable-knowledgable,strong_agree,strong_agree,strong_agree,strong_disagree,strong_agree,quite_bit,extreme,extreme,little,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,100.0,100.0,4.0,50.0,50.0,100.0,8.0,10.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,",,34,23,21",,
Hu5KPSztHvLcP5Qre,,2019-11-09T09:48:37Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-09T09:49:37Z,finished,,,2019-11-09T09:30:26Z,republican,republican.png,uuEbW2LadKWWJrNnv,"5,47,52,51,52",2019-11-09T09:48:52.525Z,5.0,2019-11-09T09:49:07.572Z,47.0,2019-11-09T09:49:14.620Z,52.0,2019-11-09T09:49:21.565Z,51.0,2019-11-09T09:49:31.092Z,52.0,3.0,2.0,1.0,True,35.0,masters,male,,,HotDog.png,Old State House,62,Jack Dietz,5.0,47.0,52.0,51.0,52.0,republicans,republican,slightly-unknowledgeable,agree,agree,no_agree_disagree,disagree,strong_agree,moderate,not_at_all,moderate,moderate,extreme,little,quite_bit,not_at_all,moderate,extreme,71.0,34.0,63.0,20.0,89.0,45.0,90.0,10.0,no,no,none,,,,,,,"5,47,52,51,52",,
gjDFDm7jXTDMPWQT2,,2019-11-11T12:17:51Z,,,,2019-11-11T17:58:16Z,finished,,,2019-11-11T12:10:21Z,republican,republican.png,omP4WuusSXDB9K5tm,"13,,,,",2019-11-11T12:18:11.322Z,13.0,,,,,,,,,3.0,2.0,1.0,True,24.0,bachelors,female,,,HotDog.png,Old State House,62,Jack Dietz,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,,,,",,
GuGuqTpL83R6qRnaK,,,,,,,,,,2019-11-11T14:02:05Z,republican,republican.png,,,,,,,,,,,,,,,,,37.0,some-college,female,19.0,20.0,HotDog.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QFBuXpNhyDkw7iNcP,,2019-11-11T14:09:02Z,,,,2019-11-11T17:58:21Z,finished,,,2019-11-11T14:03:00Z,republican,republican.png,Evka22ob5PF3mwH67,"10,,,,",2019-11-11T14:09:18.177Z,10.0,,,,,,,,,3.0,2.0,1.0,True,58.0,bachelors,female,19.0,,Hashtag_Rock.png,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000,38.6,190,"10,,,,",,
KrG7sk9q7Fm5jTzKR,,2019-11-11T14:10:39Z,,,,2019-11-11T17:58:22Z,finished,,,2019-11-11T14:03:15Z,republican,republican.png,vLn7sKJxBw9XzmRt8,"19,,,,",2019-11-11T14:10:49.440Z,19.0,,,,,,,,,3.0,2.0,1.0,True,56.0,associate,female,,80.0,Hashtag_Rock.png,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"315,000",38.6,190,"19,,,,",,
iPLdTXgyyBhAfyXQk,,2019-11-11T14:07:51Z,,,,2019-11-11T17:58:20Z,finished,,,2019-11-11T14:03:40Z,republican,republican.png,PXf4HRXmvvxWQ6yg9,"31,,,,",2019-11-11T14:08:00.721Z,31.0,,,,,,,,,3.0,2.0,1.0,True,42.0,bachelors,male,61.0,62.0,HotDog.png,Old State House,62,Jack Dietz,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,,,,",,
9tkgomksqk4bJhxWQ,,2019-11-11T14:12:48Z,,,,2019-11-11T17:58:23Z,finished,,,2019-11-11T14:03:55Z,republican,republican.png,ve2rPPjpDXqJyjPDg,"41,,,,",2019-11-11T14:13:02.912Z,41.0,,,,,,,,,3.0,2.0,1.0,True,31.0,masters,male,72.0,76.0,Hashtag_Rock.png,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000,38.6,190,"41,,,,",,
mT6xMpANMpi8GP9MS,,2019-11-11T14:14:57Z,,,,2019-11-11T17:58:24Z,finished,,,2019-11-11T14:05:23Z,republican,republican.png,pisMqFYjXEgmu26c8,"20,,,,",2019-11-11T14:15:13.046Z,20.0,,,,,,,,,3.0,2.0,1.0,True,47.0,some-college,male,30.0,59.0,SuperEnemy.png,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormozgan,Nikolai Patrushev,Beijing,,,,"20,,,,",,
Q6rKueaeDKi2CFxeG,,2019-11-11T14:14:00Z,,,,2019-11-11T17:58:23Z,finished,,,2019-11-11T14:05:46Z,republican,republican.png,53os5xxdZs7j7WWGx,"59,,,,",2019-11-11T14:14:29.282Z,59.0,,,,,,,,,3.0,2.0,1.0,True,42.0,high-school,female,,,SuperEnemy.png,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormozgan,Nikolai Patrushev,Beijing,,,,"59,,,,",,
DoGJgcX8ZqP4gD5S6,,2019-11-11T14:18:18Z,,,,2019-11-11T17:58:26Z,finished,,,2019-11-11T14:09:31Z,republican,republican.png,siA7XdoZZxuqTGvq8,"65,,,,",2019-11-11T14:18:33.952Z,65.0,,,,,,,,,3.0,2.0,1.0,True,46.0,some-college,male,,41.0,SuperEnemy.png,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormozgan,Nikolai Patrushev,Beijing,,,,"65,,,,",,
