_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.political_affiliation,data.avatar,data.neighbor_ids,data.responses,data.response0TimeAt,data.response0,data.response1TimeAt,data.response1,data.response2TimeAt,data.response2,data.response3TimeAt,data.response3,data.response4TimeAt,data.response4,data.total_reward,data.base_reward,data.bonus,data.made_submission,data.age,data.education,data.gender,data.instruction_first_guess,data.instruction_second_guess,data.article,data.boston,data.hotdog,data.champion,data.last_response0,data.last_response1,data.last_response2,data.last_response3,data.last_response4,data.senate,data.other_player_party,data.knowledge,data.american,data.state,data.neighborhood,data.democrats,data.republicans,data.determined,data.attentive,data.alert,data.inspired,data.active,data.afraid,data.nervous,data.upset,data.ashamed,data.hostile,data.american_feel,data.texan_feel,data.democrats_feel,data.californians_feel,data.chinese_feel,data.republicans_feel,data.clarity,data.fairness,data.lookup,data.familiarity,data.feedback,data.province,data.official,data.city,data.years,data.stone,data.mile,data.last_responses,data.iranians_feel,data.russians_feel
wsBkAC4yRA7ySreHx,Bob,2019-10-17T23:52:21Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:21Z,democrat,democrat.png,BWuCCstjzXqGvhik9,"65,51,45,36,33",2019-10-18T14:16:23.118Z,65.0,2019-10-18T14:16:34.599Z,51.0,2019-10-18T14:16:43.599Z,45.0,2019-10-18T14:17:00.597Z,36.0,2019-10-18T14:17:13.003Z,33.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3wqo8BYrhwAcuBaKx,Bob,2019-10-17T23:52:22Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:22Z,democrat,democrat.png,CWznXTd2gprW8QdpP,"78,78,78,78,78",2019-10-18T21:09:32.395Z,78.0,2019-10-18T21:09:46.401Z,78.0,2019-10-18T21:10:04.906Z,78.0,2019-10-18T21:10:16.795Z,78.0,2019-10-18T21:10:37.697Z,78.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fqwv3tFvZfqHTvGzf,Bob,2019-10-17T23:52:22Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:22Z,democrat,democrat.png,uKkHCHokFtiJPpKaR,"66,58,50,45,40",2019-10-18T18:17:00.720Z,66.0,2019-10-18T18:17:08.915Z,58.0,2019-10-18T18:17:21.120Z,50.0,2019-10-18T18:17:40.497Z,45.0,2019-10-18T18:17:48.519Z,40.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vqBtP7BqqRoo7Bbjw,Bob,2019-10-17T23:52:22Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRrdfnwkEdR7qEcwM,Bob,2019-10-17T23:52:22Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RjkuTnyYF89j4u6yP,Bob,2019-10-17T23:52:22Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ru3uMvt6nqqpsN2qS,Bob,2019-10-17T23:52:22Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:22Z,democrat,democrat.png,m69PyYFYjBt2LgK8B,"59,59,59,59,59",2019-10-18T21:30:35.621Z,59.0,2019-10-18T21:30:55.098Z,59.0,2019-10-18T21:31:08.215Z,59.0,2019-10-18T21:31:20.215Z,59.0,2019-10-18T21:31:34.597Z,59.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5sGF8DFpsNcv5E7K,Bob,2019-10-17T23:52:22Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kg7hbGR3rkJKze6zW,Bob,2019-10-17T23:52:23Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7hPZH6xshrFSgXGdx,Bob,2019-10-17T23:52:23Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g5upfuXucQ3u3ASKD,Bob,2019-10-17T23:52:23Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WFda7jswWtx5JdvoC,Bob,2019-10-17T23:52:23Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:23Z,democrat,democrat.png,xQtpvD7zFpnjqjX6v,"59,59,59,59,59",2019-10-18T19:16:07.498Z,59.0,2019-10-18T19:16:15.431Z,59.0,2019-10-18T19:16:36.000Z,59.0,2019-10-18T19:16:44.520Z,59.0,2019-10-18T19:16:56.600Z,59.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9mfXLa87yNNbCJQ7K,Bob,2019-10-17T23:52:23Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47jcJMajQwcXcdMjy,Bob,2019-10-17T23:52:23Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:23Z,democrat,democrat.png,QYaqX7kR8zLrFtt84,"63,63,63,63,63",2019-10-18T19:01:52.124Z,63.0,2019-10-18T19:02:05.719Z,63.0,2019-10-18T19:02:17.806Z,63.0,2019-10-18T19:02:30.901Z,63.0,2019-10-18T19:02:38.499Z,63.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YgJbpgf5k9c9ShZvM,Bob,2019-10-17T23:52:24Z,,,,2019-10-19T18:41:04Z,gameCancelled,,,2019-10-17T23:52:24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
