_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
oeE5fG29WnJjYc5b4,defaultLobby,lobby,600,fail,,,2019-04-27T22:55:00Z,
