_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
aeB2uXdaZEYRNHSR7,defaultLobby,lobby,600,fail,,,2019-04-16T20:41:59Z,
