_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.political_affiliation,data.avatar,data.neighbor_ids,data.responses,data.response0TimeAt,data.response0,data.response1TimeAt,data.response1,data.response2TimeAt,data.response2,data.response3TimeAt,data.response3,data.response4TimeAt,data.response4,data.total_reward,data.base_reward,data.bonus,data.made_submission,data.age,data.education,data.gender,data.instruction_first_guess,data.instruction_second_guess,data.article,data.mile,data.stone,data.years,data.last_response0,data.last_response1,data.last_response2,data.last_response3,data.last_response4,data.other_player_party,data.knowledge,data.senate,data.state,data.american,data.neighborhood,data.democrats,data.republicans,data.determined,data.attentive,data.alert,data.inspired,data.active,data.afraid,data.nervous,data.upset,data.ashamed,data.hostile,data.american_feel,data.texan_feel,data.democrats_feel,data.californians_feel,data.chinese_feel,data.republicans_feel,data.clarity,data.fairness,data.lookup,data.familiarity,data.feedback,data.province,data.official,data.city,data.champion,data.hotdog,data.boston,data.last_responses,data.russians_feel,data.iranians_feel
rgt8eRe5z8WLucuea,Bob,2019-11-08T15:35:04Z,,,,2019-11-11T21:17:19Z,finished,,,2019-11-08T15:35:04Z,republican,republican.png,AAczCegcstyeq6CWw,"73,73,73,73,73",2019-11-11T21:15:24.409Z,73.0,2019-11-11T21:15:46.376Z,73.0,2019-11-11T21:16:04.583Z,73.0,2019-11-11T21:16:27.387Z,73.0,2019-11-11T21:17:05.085Z,73.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
veTa8kPSkBeyTfiwg,Bob,2019-11-08T15:35:04Z,,,,2019-11-11T21:21:48Z,finished,,,2019-11-08T15:35:04Z,republican,republican.png,6TLzRzp5A4b9aLNnk,"73,63,57,50,46",2019-11-11T21:20:44.679Z,73.0,2019-11-11T21:21:03.003Z,63.0,2019-11-11T21:21:21.287Z,57.0,2019-11-11T21:21:30.382Z,50.0,2019-11-11T21:21:46.081Z,46.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
SbkvvAXzRDwfYQiiA,Bob,2019-11-08T15:35:04Z,,,,2019-11-08T22:30:17Z,finished,,,2019-11-08T15:35:04Z,republican,republican.png,BtmXacjqn2sYydBRM,"66,66,66,66,66",2019-11-08T22:29:25.601Z,66.0,2019-11-08T22:29:36.791Z,66.0,2019-11-08T22:29:49.000Z,66.0,2019-11-08T22:30:03.204Z,66.0,2019-11-08T22:30:10.998Z,66.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
FuGuvgXuQggfmLiM4,Bob,2019-11-08T15:35:04Z,,,,2019-11-11T21:56:40Z,finished,,,2019-11-08T15:35:04Z,republican,republican.png,tWp8BAd5zs3vr2tca,"33,33,43,43,50",2019-11-11T21:55:36.679Z,33.0,2019-11-11T21:55:51.672Z,33.0,2019-11-11T21:56:07.946Z,43.0,2019-11-11T21:56:20.059Z,43.0,2019-11-11T21:56:33.864Z,50.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
u95hKiPoADcn9HmfP,Bob,2019-11-08T15:35:04Z,,,,2019-11-09T06:26:59Z,finished,,,2019-11-08T15:35:04Z,republican,republican.png,HerXJumcoQPiraGje,"74,74,74,74,59",2019-11-09T06:25:59.099Z,74.0,2019-11-09T06:26:09.095Z,74.0,2019-11-09T06:26:25.096Z,74.0,2019-11-09T06:26:39.941Z,74.0,2019-11-09T06:26:58.395Z,59.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
FcqW9TSR6KeHADrpJ,Bob,2019-11-08T15:35:05Z,,,,2019-11-12T03:54:16Z,finished,,,2019-11-08T15:35:05Z,republican,republican.png,AwwQtWYder8wCmFjS,"15,15,18,21,18",2019-11-12T03:53:27.867Z,15.0,2019-11-12T03:53:40.813Z,15.0,2019-11-12T03:53:52.891Z,18.0,2019-11-12T03:54:06.059Z,21.0,2019-11-12T03:54:14.980Z,18.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
3TwoS22poj5grZKif,Bob,2019-11-08T15:35:05Z,,,,2019-11-11T17:57:19Z,finished,,,2019-11-08T15:35:05Z,republican,republican.png,ApXHNBSsvrNnx8Cwn,"91,91,91,91,91",,91.0,2019-11-11T17:56:23.254Z,91.0,2019-11-11T17:56:37.567Z,91.0,2019-11-11T17:56:55.157Z,91.0,2019-11-11T17:57:11.966Z,91.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
hco3WK3Sb8Az46G39,Bob,2019-11-08T15:35:05Z,,,,2019-11-11T22:16:11Z,finished,,,2019-11-08T15:35:05Z,republican,republican.png,wnANKsBbA7RRyJQ4P,"1,1,1,1,1",2019-11-11T22:15:28.193Z,1.0,2019-11-11T22:15:44.280Z,1.0,2019-11-11T22:15:56.863Z,1.0,2019-11-11T22:16:02.566Z,1.0,2019-11-11T22:16:11.012Z,1.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
Q8u3G29ZtNwQh5PAK,Bob,2019-11-08T15:35:05Z,,,,2019-11-11T21:49:16Z,finished,,,2019-11-08T15:35:05Z,republican,republican.png,RWXKxzKp8NnLozhCu,"23,23,23,23,23",2019-11-11T21:48:31.777Z,23.0,2019-11-11T21:48:43.779Z,23.0,2019-11-11T21:48:57.482Z,23.0,2019-11-11T21:49:06.374Z,23.0,2019-11-11T21:49:14.783Z,23.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
YTmhTNCtDk5rmRH5a,Bob,2019-11-08T15:35:05Z,,,,2019-11-11T21:14:33Z,finished,,,2019-11-08T15:35:05Z,republican,republican.png,yuHC9jYEEHYbHue6T,"50,50,50,50,50",2019-11-11T21:12:18.074Z,50.0,,50.0,2019-11-11T21:13:36.184Z,50.0,,50.0,,50.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
hM8ey8BQaZorjbSoP,Bob,2019-11-08T15:35:05Z,,,,2019-11-08T21:44:55Z,finished,,,2019-11-08T15:35:05Z,republican,republican.png,ekmjis6CjauQMAJT7,"66,66,66,66,66",,66.0,2019-11-08T21:43:56.991Z,66.0,2019-11-08T21:44:16.497Z,66.0,2019-11-08T21:44:29.602Z,66.0,2019-11-08T21:44:45.402Z,66.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
en67AQWTkFuZvbA8C,Bob,2019-11-08T15:35:06Z,,,,2019-11-08T21:43:35Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,94FgLvxJuf2SKaFnx,"10,19,19,26,25",,10.0,,19.0,2019-11-08T21:42:35.104Z,19.0,,26.0,,25.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
Kcs2XZBPyYyq8arGG,Bob,2019-11-08T15:35:06Z,,,,2019-11-12T03:38:17Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,k7eWJEHxANPsR9mMA,"68,68,68,68,68",2019-11-12T03:37:28.222Z,68.0,2019-11-12T03:37:38.277Z,68.0,2019-11-12T03:37:51.454Z,68.0,2019-11-12T03:38:00.390Z,68.0,2019-11-12T03:38:17.411Z,68.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
bsZKtEhWEPjp5rR7E,Bob,2019-11-08T15:35:06Z,,,,2019-11-11T21:11:17Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,Y6f3ntzcxyHsrTTnL,"10,10,10,10,10",2019-11-11T21:09:49.483Z,10.0,2019-11-11T21:10:14.687Z,10.0,2019-11-11T21:10:28.677Z,10.0,,10.0,,10.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
isJgkWjRXbTjNnB8f,Bob,2019-11-08T15:35:06Z,,,,2019-11-09T01:54:07Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,atxZSogCmz7zD3MrW,"63,63,63,63,63",2019-11-09T01:53:16.098Z,63.0,2019-11-09T01:53:32.536Z,63.0,2019-11-09T01:53:48.091Z,63.0,2019-11-09T01:53:59.103Z,63.0,2019-11-09T01:54:06.706Z,63.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
F2G4ZXaQp9o4wdvYZ,Bob,2019-11-08T15:35:06Z,,,,2019-11-11T21:09:17Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,B9bojMWhEqYNhFket,"17,25,35,32,33",2019-11-11T21:07:55.493Z,17.0,2019-11-11T21:08:17.374Z,25.0,,35.0,2019-11-11T21:08:57.776Z,32.0,2019-11-11T21:09:11.573Z,33.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
55bSzRSyoYqQvjtBR,Bob,2019-11-08T15:35:06Z,,,,2019-11-08T21:41:13Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,EswkvbvtrBzW8TuWN,"94,94,94,94,94",2019-11-08T21:38:53.190Z,94.0,2019-11-08T21:39:22.591Z,94.0,2019-11-08T21:40:06.496Z,94.0,,94.0,,94.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
JqWfCxkxjPvkTf6SF,Bob,2019-11-08T15:35:06Z,,,,2019-11-12T02:21:11Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,JADswjpjTK57B6FcX,"59,59,59,59,59",2019-11-12T02:20:06.790Z,59.0,2019-11-12T02:20:31.067Z,59.0,2019-11-12T02:20:41.915Z,59.0,2019-11-12T02:21:00.173Z,59.0,2019-11-12T02:21:06.091Z,59.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
rGJogNxCFJrrPx6Aa,Bob,2019-11-08T15:35:06Z,,,,2019-11-11T22:42:43Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,Kwkrq6d8nwTBDMDcX,"6,17,14,21,33",2019-11-11T22:41:52.381Z,6.0,2019-11-11T22:42:04.376Z,17.0,2019-11-11T22:42:13.377Z,14.0,2019-11-11T22:42:29.379Z,21.0,2019-11-11T22:42:38.403Z,33.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
GzcejtMNN5Bo4tuFH,Bob,2019-11-08T15:35:06Z,,,,2019-11-08T21:40:55Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,WfDfu3KkBPCNgsGec,"56,45,45,38,33,32",2019-11-08T21:39:14.409Z,56.0,2019-11-08T21:39:27.693Z,45.0,2019-11-08T21:39:51.700Z,38.0,,33.0,,32.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
irtPcSW9fTy3Mao77,Bob,2019-11-08T15:35:06Z,,,,2019-11-12T00:03:55Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,vRLjFZjq6iNNk5noC,"78,72,66,67,63",2019-11-12T00:03:13.485Z,78.0,2019-11-12T00:03:20.691Z,72.0,2019-11-12T00:03:34.577Z,66.0,2019-11-12T00:03:45.579Z,67.0,2019-11-12T00:03:55.665Z,63.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
pJnRMhet6x7Mk4sy5,Bob,2019-11-08T15:35:06Z,,,,2019-11-12T02:45:13Z,finished,,,2019-11-08T15:35:06Z,republican,republican.png,nE5g9EM8oQniEBbRB,"90,90,90,90,90",2019-11-12T02:44:34.501Z,90.0,2019-11-12T02:44:42.579Z,90.0,2019-11-12T02:44:50.518Z,90.0,2019-11-12T02:45:04.564Z,90.0,2019-11-12T02:45:10.531Z,90.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
bDZeaP65ZZm4H2yyf,Bob,2019-11-08T15:35:07Z,,,,2019-11-11T22:07:47Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,fBsgvyLnNm5L3gyox,"68,68,68,68,68",2019-11-11T22:06:54.232Z,68.0,2019-11-11T22:07:05.480Z,68.0,2019-11-11T22:07:19.483Z,68.0,2019-11-11T22:07:37.479Z,68.0,2019-11-11T22:07:47.486Z,68.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
yzu2tZWiaSJjNJwMb,Bob,2019-11-08T15:35:07Z,,,,2019-11-15T19:11:50Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,FJietKcJanajcNvpH,"81,81,81,81,81",2019-11-15T19:11:00.496Z,81.0,2019-11-15T19:11:14.002Z,81.0,2019-11-15T19:11:26.336Z,81.0,2019-11-15T19:11:41.310Z,81.0,2019-11-15T19:11:47.289Z,81.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
6B8K3akBp5GyWrBkX,Bob,2019-11-08T15:35:07Z,,,,2019-11-09T00:12:48Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,byYKBDEifmEDvb5pa,"2,2,2,2,2",2019-11-09T00:11:52.993Z,2.0,2019-11-09T00:12:13.506Z,2.0,2019-11-09T00:12:26.491Z,2.0,2019-11-09T00:12:39.391Z,2.0,2019-11-09T00:12:47.308Z,2.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
imgvQpcFipqNfacj8,Bob,2019-11-08T15:35:07Z,,,,2019-11-11T21:04:02Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,bEQCnLhttBGFk5Lnu,"4,4,4,14,14",2019-11-11T21:01:48.181Z,4.0,,4.0,,4.0,,14.0,,14.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
JwQKHHyH8zE5ZsGpo,Bob,2019-11-08T15:35:07Z,,,,2019-11-12T03:53:04Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,Eq3YSyWhHcDZCKYDa,"59,54,54,50,48",2019-11-12T03:52:12.786Z,59.0,2019-11-12T03:52:26.875Z,54.0,2019-11-12T03:52:38.881Z,54.0,2019-11-12T03:52:53.879Z,50.0,2019-11-12T03:53:03.884Z,48.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
9EqcZBA9BRTRHLAHk,Bob,2019-11-08T15:35:07Z,,,,2019-11-11T23:20:29Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,grLQEWMRHvWkgfNRz,"88,76,66,62,58",2019-11-11T23:19:52.483Z,88.0,2019-11-11T23:19:59.485Z,76.0,2019-11-11T23:20:10.422Z,66.0,2019-11-11T23:20:20.425Z,62.0,2019-11-11T23:20:28.493Z,58.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
cmGruT8aj9NaJ9AMo,Bob,2019-11-08T15:35:07Z,,,,2019-11-11T20:58:48Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,SfTsLCtmikdyeapkZ,"96,96,96,96,96",2019-11-11T20:56:54.084Z,96.0,,96.0,,96.0,,96.0,,96.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
pzdB5cnqFiKzufApN,Bob,2019-11-08T15:35:07Z,,,,2019-11-15T19:07:56Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,yxnznnijBY5czCyHY,"84,80,79,73,68",2019-11-15T19:07:09.675Z,84.0,2019-11-15T19:07:22.465Z,80.0,2019-11-15T19:07:31.745Z,79.0,2019-11-15T19:07:48.588Z,73.0,2019-11-15T19:07:56.248Z,68.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
JZe3P5nBFoPgkvfRa,Bob,2019-11-08T15:35:07Z,,,,2019-11-08T22:40:14Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,d5FxdqJ3KMzDcQPKw,"1,11,21,29,32",2019-11-08T22:39:35.801Z,1.0,2019-11-08T22:39:46.394Z,11.0,2019-11-08T22:39:54.191Z,21.0,2019-11-08T22:40:04.424Z,29.0,2019-11-08T22:40:13.510Z,32.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
ZJyWvr2oSQgT4jGFk,Bob,2019-11-08T15:35:07Z,,,,2019-11-11T22:43:36Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,2QGRedGtjbSMgxDvb,"85,85,85,85,85",2019-11-11T22:42:35.413Z,85.0,2019-11-11T22:42:56.475Z,85.0,2019-11-11T22:43:08.406Z,85.0,2019-11-11T22:43:21.501Z,85.0,2019-11-11T22:43:36.487Z,85.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
4yrDy9E25DPZB7SGf,Bob,2019-11-08T15:35:07Z,,,,2019-11-11T21:05:17Z,finished,,,2019-11-08T15:35:07Z,republican,republican.png,tvGpDLPxg34FFsx3w,"53,53,53,53,53,53",,53.0,,53.0,,53.0,,53.0,2019-11-11T21:04:30.784Z,53.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
fLWChuvk7WAoYoLSR,Bob,2019-11-08T15:35:08Z,,,,2019-11-08T22:11:34Z,finished,,,2019-11-08T15:35:08Z,republican,republican.png,PMixuEbnjfDbvFe27,"88,82,76,72,69",2019-11-08T22:11:04.102Z,88.0,2019-11-08T22:11:11.200Z,82.0,2019-11-08T22:11:17.597Z,76.0,2019-11-08T22:11:26.498Z,72.0,2019-11-08T22:11:33.590Z,69.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
mSh2jdv36wJSGKqi6,Bob,2019-11-08T15:35:08Z,,,,2019-11-15T19:09:51Z,finished,,,2019-11-08T15:35:08Z,republican,republican.png,issqtX5HfZPhMcyhT,"12,12,12,12,12",2019-11-15T19:09:14.226Z,12.0,2019-11-15T19:09:20.994Z,12.0,2019-11-15T19:09:34.992Z,12.0,2019-11-15T19:09:43.833Z,12.0,2019-11-15T19:09:51.468Z,12.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
PQA5iEtgzqDzg6rbu,Bob,2019-11-08T15:35:08Z,,,,2019-11-12T01:41:08Z,finished,,,2019-11-08T15:35:08Z,republican,republican.png,D5CPpCgs9rHekWBs5,"66,66,66,66,66",2019-11-12T01:40:24.401Z,66.0,2019-11-12T01:40:40.310Z,66.0,2019-11-12T01:40:47.318Z,66.0,2019-11-12T01:40:59.331Z,66.0,2019-11-12T01:41:07.564Z,66.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
PjtetKcKHHDfkz5qq,Bob,2019-11-08T15:35:09Z,,,,2019-11-09T08:52:48Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,e4k4JiQg3YNam8hXz,"98,98,98,98,98",2019-11-09T08:52:00.005Z,98.0,2019-11-09T08:52:11.908Z,98.0,2019-11-09T08:52:23.396Z,98.0,2019-11-09T08:52:32.402Z,98.0,2019-11-09T08:52:46.507Z,98.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
mPpCTmgctXMzFdd4P,Bob,2019-11-08T15:35:09Z,,,,2019-11-09T00:41:13Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,7WnxzXidvXWMceahE,"92,80,71,67,63",2019-11-09T00:40:22.719Z,92.0,2019-11-09T00:40:39.105Z,80.0,2019-11-09T00:40:50.495Z,71.0,2019-11-09T00:41:02.404Z,67.0,2019-11-09T00:41:12.099Z,63.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
dbhbkyzNshkkDXYyA,Bob,2019-11-08T15:35:09Z,,,,2019-11-12T04:30:19Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,AdckoyZwy4YXfwai4,"52,52,52,52,52",2019-11-12T04:29:16.974Z,52.0,2019-11-12T04:29:30.934Z,52.0,2019-11-12T04:29:45.158Z,52.0,2019-11-12T04:29:56.066Z,52.0,2019-11-12T04:30:09.004Z,52.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
zTPXBzX4Qvo9fKgMY,Bob,2019-11-08T15:35:09Z,,,,2019-11-11T21:16:17Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,iwm6w2au5QMXDvgw9,"89,89,89,89,89,89",2019-11-11T21:14:47.286Z,89.0,,89.0,2019-11-11T21:15:32.773Z,89.0,2019-11-11T21:15:56.983Z,89.0,2019-11-11T21:16:10.277Z,89.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
2pH7ce6AR2gDZSnhA,Bob,2019-11-08T15:35:09Z,,,,2019-11-15T19:07:18Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,97MxPvyGtnGZQhs7t,"85,74,67,59,52",2019-11-15T19:06:20.618Z,85.0,2019-11-15T19:06:41.857Z,74.0,2019-11-15T19:06:55.264Z,67.0,2019-11-15T19:07:02.358Z,59.0,2019-11-15T19:07:12.087Z,52.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
SDSTMq3MbJehgNmzs,Bob,2019-11-08T15:35:09Z,,,,2019-11-09T00:17:10Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,NzLjwKhgD69NjLgrA,"86,86,86,86,86",2019-11-09T00:16:11.595Z,86.0,2019-11-09T00:16:21.308Z,86.0,2019-11-09T00:16:39.497Z,86.0,2019-11-09T00:16:51.397Z,86.0,2019-11-09T00:17:09.905Z,86.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
zaS3dGqXwYwhYmZpE,Bob,2019-11-08T15:35:09Z,,,,2019-11-11T22:06:09Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,FfvySeD6dDJCyYg3p,"82,82,82,82,82",2019-11-11T22:05:25.281Z,82.0,2019-11-11T22:05:38.605Z,82.0,2019-11-11T22:05:50.868Z,82.0,2019-11-11T22:05:56.856Z,82.0,2019-11-11T22:06:06.399Z,82.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
KHoXRfd9vMXzAZAms,Bob,2019-11-08T15:35:09Z,,,,2019-11-12T02:24:53Z,finished,,,2019-11-08T15:35:09Z,democrat,democrat.png,97PiZS235SgdJWJSq,"94,94,94,94,94",2019-11-12T02:23:58.384Z,94.0,2019-11-12T02:24:25.479Z,94.0,2019-11-12T02:24:33.649Z,94.0,2019-11-12T02:24:42.560Z,94.0,2019-11-12T02:24:49.578Z,94.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
NxmDtTJmqqGiXCFiR,Bob,2019-11-08T15:35:09Z,,,,2019-11-11T20:58:40Z,finished,,,2019-11-08T15:35:09Z,democrat,democrat.png,YFD7bSxrvciWur4gt,"60,60,60,60,60,60",2019-11-11T20:56:30.082Z,60.0,2019-11-11T20:57:04.481Z,60.0,2019-11-11T20:57:28.287Z,60.0,2019-11-11T20:57:43.381Z,60.0,2019-11-11T20:58:03.283Z,60.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
9aQr64mDCvSu6Jeo4,Bob,2019-11-08T15:35:09Z,,,,2019-11-08T21:40:49Z,finished,,,2019-11-08T15:35:09Z,republican,republican.png,vzJA8PmjCgCmZP5qH,"77,77,77,77,77,77",2019-11-08T21:38:57.705Z,77.0,2019-11-08T21:39:18.294Z,77.0,2019-11-08T21:39:38.793Z,77.0,,77.0,2019-11-08T21:40:30.797Z,77.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
tZScNWPzN6u4HpKPH,Bob,2019-11-08T15:35:10Z,,,,2019-11-08T22:39:59Z,finished,,,2019-11-08T15:35:10Z,republican,republican.png,EpDFcX8cgv6WsqNFL,"98,98,98,98,98",2019-11-08T22:38:57.303Z,98.0,2019-11-08T22:39:21.991Z,98.0,2019-11-08T22:39:37.397Z,98.0,2019-11-08T22:39:44.692Z,98.0,2019-11-08T22:39:55.995Z,98.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
s43TwSbHx9xmNkGsb,Bob,2019-11-08T15:35:10Z,,,,2019-11-11T23:30:19Z,finished,,,2019-11-08T15:35:10Z,democrat,democrat.png,EzH28FFp8RvuXJRpT,"75,75,75,75,75",2019-11-11T23:29:32.988Z,75.0,2019-11-11T23:29:41.986Z,75.0,2019-11-11T23:29:52.079Z,75.0,2019-11-11T23:30:03.083Z,75.0,2019-11-11T23:30:12.076Z,75.0,3.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
