_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.political_affiliation,data.avatar,data.neighbor_ids,data.responses,data.response0TimeAt,data.response0,data.response1TimeAt,data.response1,data.response2TimeAt,data.response2,data.response3TimeAt,data.response3,data.response4TimeAt,data.response4,data.total_reward,data.base_reward,data.bonus,data.made_submission,data.age,data.education,data.gender,data.instruction_first_guess,data.instruction_second_guess,data.article,data.mile,data.stone,data.years,data.last_response0,data.last_response1,data.last_response2,data.last_response3,data.last_response4,data.other_player_party,data.knowledge,data.senate,data.state,data.american,data.neighborhood,data.democrats,data.republicans,data.determined,data.attentive,data.alert,data.inspired,data.active,data.afraid,data.nervous,data.upset,data.ashamed,data.hostile,data.american_feel,data.texan_feel,data.democrats_feel,data.californians_feel,data.chinese_feel,data.republicans_feel,data.clarity,data.fairness,data.lookup,data.familiarity,data.feedback,data.province,data.official,data.city,data.champion,data.hotdog,data.boston,data.last_responses,data.russians_feel,data.iranians_feel
P8HwcWfkmwbgEbM8d,,2019-11-15T21:31:46Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T21:32:51Z,finished,,,2019-11-15T21:25:30Z,democrat,democrat.png,TjP83rnWKuBm6Dtek,"50,60,59,59,60",2019-11-15T21:32:11.653Z,50.0,2019-11-15T21:32:24.119Z,60.0,2019-11-15T21:32:34.467Z,59.0,2019-11-15T21:32:40.175Z,59.0,2019-11-15T21:32:51.118Z,60.0,3.0,2.0,1.0,True,34.0,professional,male,45.0,42.0,Hashtag_Rock.png,190,38.6,315000,50.0,60.0,59.0,59.0,60.0,republican,slightly-unknowledgeable,democrats,strong_agree,strong_agree,strong_agree,agree,disagree,extreme,extreme,little,extreme,extreme,not_at_all,not_at_all,not_at_all,not_at_all,little,94.0,93.0,95.0,89.0,73.0,64.0,10.0,10.0,no,no,I don't have any comments,,,,,,,"50,60,59,59,60",,
nGqM9qqsSsJrnPBh3,,2019-11-15T21:30:10Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T21:31:17Z,finished,,,2019-11-15T21:25:43Z,democrat,democrat.png,AudxqgEPrD9ddAEBP,"35,39,38,38,38",2019-11-15T21:30:39.409Z,35.0,2019-11-15T21:30:51.589Z,39.0,2019-11-15T21:31:00.045Z,38.0,2019-11-15T21:31:08.569Z,38.0,2019-11-15T21:31:19.439Z,38.0,3.0,2.0,1.0,True,25.0,bachelors,male,70.0,60.0,Hashtag_Rock.png,190,38.6,315000,35.0,39.0,38.0,38.0,38.0,republican,unknowledgeable,republicans,agree,no_agree_disagree,strong_agree,disagree,strong_disagree,moderate,extreme,moderate,moderate,moderate,not_at_all,moderate,not_at_all,little,little,50.0,30.0,45.0,40.0,40.0,15.0,6.0,8.0,no,no,"I was given the same question all 5 rounds, I'm not 100% sure that's what was supposed to happen. ",,,,,,,"35,39,38,38,38",,
AY9KtN6BiB5Z5nxr6,,2019-11-15T21:41:06Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T21:42:06Z,finished,,,2019-11-15T21:31:52Z,democrat,democrat.png,xypDt79oPvnKzndep,"35,41,40,40,39",2019-11-15T21:41:27.235Z,35.0,2019-11-15T21:41:36.232Z,41.0,2019-11-15T21:41:49.270Z,40.0,2019-11-15T21:41:57.506Z,40.0,2019-11-15T21:42:01.972Z,39.0,3.0,2.0,1.0,True,34.0,high-school,male,56.0,,Hashtag_Rock.png,190,38.6,315000,35.0,41.0,40.0,40.0,39.0,republican,neither-unknowledgeable-knowledgable,republicans,no_agree_disagree,strong_agree,no_agree_disagree,agree,strong_disagree,moderate,moderate,moderate,moderate,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,100.0,51.0,66.0,51.0,50.0,0.0,10.0,10.0,no,no,,,,,,,,"35,41,40,40,39",,
gvs96qZG8tCLTa2qW,,2019-11-15T21:50:49Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T21:51:53Z,finished,,,2019-11-15T21:45:42Z,democrat,democrat.png,9RuEzWANDcB9btgnZ,"30,,35,40,40",2019-11-15T21:50:58.481Z,30.0,,,2019-11-15T21:51:30.567Z,35.0,2019-11-15T21:51:43.405Z,40.0,2019-11-15T21:51:53.913Z,40.0,3.0,2.0,1.0,True,20.0,associate,male,80.0,80.0,HotDog.png,,,,30.0,37.0,35.0,40.0,40.0,republican,neither-unknowledgeable-knowledgable,republicans,disagree,agree,no_agree_disagree,strong_agree,no_agree_disagree,quite_bit,extreme,quite_bit,quite_bit,extreme,not_at_all,little,not_at_all,little,little,75.0,40.0,60.0,50.0,85.0,24.0,8.0,4.0,no,yes,,,,,Jack Dietz,62.0,Boston's Old State House,"30,37,35,40,40",,
bn63u5k2WRn74zAat,,2019-11-15T21:53:02Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T21:53:57Z,finished,,,2019-11-15T21:47:20Z,democrat,democrat.png,MuMXNCfqWAqs2er2o,"25,,25,25,25",2019-11-15T21:53:27.252Z,25.0,2019-11-15T21:53:32.575Z,,2019-11-15T21:53:40.540Z,25.0,2019-11-15T21:53:47.987Z,25.0,2019-11-15T21:53:54.175Z,25.0,3.0,2.0,1.0,True,36.0,associate,male,80.0,80.0,HotDog.png,,,,25.0,,25.0,25.0,25.0,multiple,neither-unknowledgeable-knowledgable,republicans,disagree,disagree,disagree,no_agree_disagree,disagree,extreme,extreme,extreme,extreme,extreme,not_at_all,not_at_all,not_at_all,not_at_all,little,50.0,50.0,50.0,50.0,50.0,40.0,6.0,2.0,no,yes,,,,,Jack Dietz,62.0,Old State House,"25,,25,25,25",,
BG5gHD3GHYcHT4XFP,,,,,,2020-01-14T23:46:06Z,gameFull,,,2019-11-15T21:59:16Z,democrat,democrat.png,,,,,,,,,,,,,,,,,39.0,bachelors,female,50.0,51.0,SuperEnemy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern iran,Nikolai Patrushev,Beijing,,,,,,
RbHdQxT8kDffiiLhL,,2019-11-15T22:14:01Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:15:06Z,finished,,,2019-11-15T21:59:51Z,democrat,democrat.png,Kvja7nmSep5KvQxA3,"60,,62,61,61",2019-11-15T22:14:25.369Z,60.0,,,2019-11-15T22:14:47.684Z,62.0,2019-11-15T22:14:54.250Z,61.0,2019-11-15T22:15:05.740Z,61.0,3.0,2.0,1.0,True,63.0,masters,female,,60.0,Hashtag_Rock.png,190,38.,315000,60.0,25.0,62.0,61.0,61.0,republican,neither-unknowledgeable-knowledgable,republicans,no_agree_disagree,agree,no_agree_disagree,no_agree_disagree,disagree,moderate,moderate,moderate,moderate,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,100.0,79.0,66.0,29.0,60.0,52.0,88.0,8.0,no,no,,,,,,,,"60,25,62,61,61",,
wyw9RmAsoALpB5BdK,,2019-11-15T22:11:29Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:12:17Z,finished,,,2019-11-15T22:06:27Z,democrat,democrat.png,GEHdXEN7dvE7pGuCp,"41,54,51,51,51",2019-11-15T22:11:39.460Z,41.0,2019-11-15T22:11:57.623Z,54.0,2019-11-15T22:12:04.297Z,51.0,2019-11-15T22:12:11.914Z,51.0,2019-11-15T22:12:16.711Z,51.0,3.0,2.0,1.0,True,31.0,masters,male,25.0,79.0,SuperEnemy.png,,,,41.0,54.0,51.0,51.0,51.0,republican,slightly-knowledgeable,republicans,no_agree_disagree,strong_agree,agree,agree,no_agree_disagree,extreme,extreme,extreme,extreme,,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,90.0,91.0,90.0,90.0,91.0,90.0,10.0,10.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"41,54,51,51,51",,
P9d3reJRTMgnDsm8g,,2019-11-15T22:16:33Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:17:44Z,finished,,,2019-11-15T22:08:43Z,democrat,democrat.png,kTgXbK7ZQ4BtnjJvL,"30,35,35,35,35",2019-11-15T22:16:57.716Z,30.0,2019-11-15T22:17:10.083Z,35.0,2019-11-15T22:17:23.099Z,35.0,2019-11-15T22:17:33.789Z,35.0,2019-11-15T22:17:44.265Z,35.0,3.0,2.0,1.0,True,37.0,high-school,male,70.0,70.0,HotDog.png,,,,30.0,35.0,35.0,35.0,35.0,republican,unknowledgeable,republicans,disagree,strong_agree,disagree,agree,strong_disagree,extreme,extreme,quite_bit,moderate,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,85.0,50.0,75.0,70.0,40.0,0.0,10.0,10.0,no,no,"The first question on the comprehension check was odd. (The question about where the constitution was read.) It seemed to only allow the answer of ""State House"" and not Old State House, or Boston's Old State House, which would have been more accurate according to the article.",,,,Jack Dietz,62.0,State House,"30,35,35,35,35",,
TRKYs2xSxhKbJWp4Q,,2019-11-15T22:18:45Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:19:47Z,finished,,,2019-11-15T22:13:35Z,democrat,democrat.png,HN7eekFzmFg9yWMvZ,"16,15,22,,22",2019-11-15T22:19:03.898Z,16.0,2019-11-15T22:19:13.734Z,15.0,2019-11-15T22:19:23.056Z,22.0,,,2019-11-15T22:19:45.882Z,22.0,3.0,2.0,1.0,True,27.0,bachelors,male,32.0,,SuperEnemy.png,,,,16.0,15.0,22.0,21.0,22.0,republican,slightly-unknowledgeable,republicans,disagree,disagree,no_agree_disagree,no_agree_disagree,strong_disagree,moderate,moderate,moderate,moderate,little,little,little,little,little,not_at_all,32.0,9.0,41.0,24.0,49.0,0.0,7.0,7.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"16,15,22,21,22",,
Z4DCJW5Bi6897PX3p,,,,,,2020-01-14T23:46:06Z,gameFull,,,2019-11-15T22:15:44Z,democrat,democrat.png,,,,,,,,,,,,,,,,,59.0,some-college,male,,40.0,SuperEnemy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hormozgan,patrushev,Beijing,,,,,,
esNR3AWikczQrBKuE,,2019-11-15T22:28:06Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:28:53Z,finished,,,2019-11-15T22:20:01Z,democrat,democrat.png,Tjs497stijnCagQHq,"20,60,60,60,60",2019-11-15T22:28:19.350Z,20.0,2019-11-15T22:28:27.542Z,60.0,2019-11-15T22:28:36.736Z,60.0,2019-11-15T22:28:43.797Z,60.0,2019-11-15T22:28:48.109Z,60.0,3.0,2.0,1.0,True,29.0,some-college,male,15.0,15.0,HotDog.png,,,,20.0,60.0,60.0,60.0,60.0,republican,slightly-knowledgeable,republicans,agree,agree,agree,agree,disagree,quite_bit,quite_bit,quite_bit,moderate,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,85.0,50.0,90.0,95.0,90.0,20.0,10.0,10.0,no,no,,,,,Jack Dietz,62.0,bostons old state house,"20,60,60,60,60",,
eiH9zvcFz7wnF5DQo,,2019-11-15T22:24:32Z,,,,2019-11-15T22:25:44Z,finished,,,2019-11-15T22:21:56Z,republican,republican.png,beAWF8b3rK5oiAiKM,"39,66,,,",2019-11-15T22:24:35.048Z,39.0,2019-11-15T22:24:48.159Z,66.0,,,,,,,3.0,2.0,1.0,True,33.0,,male,,,Hashtag_Rock.png,190,38.6,"315,000",39.0,66.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,66,54,,",,
mcAYGpACQkJ74PqAP,,2019-11-15T22:42:05Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:43:05Z,finished,,,2019-11-15T22:34:00Z,democrat,democrat.png,PCadHQKwibC8xK6Rk,"35,41,37,39,38",2019-11-15T22:42:23.902Z,35.0,2019-11-15T22:42:35.246Z,41.0,2019-11-15T22:42:48.547Z,37.0,2019-11-15T22:42:53.345Z,39.0,2019-11-15T22:43:03.355Z,38.0,3.0,2.0,1.0,True,46.0,bachelors,male,,69.0,SuperEnemy.png,,,,35.0,41.0,37.0,39.0,38.0,republican,neither-unknowledgeable-knowledgable,republicans,agree,agree,agree,agree,disagree,moderate,extreme,extreme,little,extreme,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,89.0,63.0,96.0,96.0,55.0,20.0,10.0,10.0,no,no,none,Hormozgan,Nikolai Patrushev,Beijing,,,,"35,41,37,39,38",,
jw9cMfiabp7CEQF3s,,2019-11-15T22:46:58Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:47:41Z,finished,,,2019-11-15T22:38:18Z,democrat,democrat.png,o2iQKoR3Yfz6BJE8P,"72,66,40,52,66",2019-11-15T22:46:54.435Z,72.0,2019-11-15T22:47:08.280Z,66.0,2019-11-15T22:47:18.313Z,40.0,2019-11-15T22:47:21.494Z,52.0,2019-11-15T22:47:26.731Z,66.0,3.0,2.0,1.0,True,34.0,masters,male,69.0,81.0,Hashtag_Rock.png,190,38.6,"315,000",72.0,66.0,40.0,52.0,66.0,democratic,slightly-knowledgeable,democrats,no_agree_disagree,agree,agree,agree,disagree,moderate,little,quite_bit,quite_bit,moderate,moderate,quite_bit,quite_bit,quite_bit,quite_bit,52.0,40.0,69.0,56.0,38.0,63.0,7.0,8.0,no,no,no,,,,,,,"72,66,40,52,66",,
7Gb35upfJa69fNMY5,,2019-11-15T22:55:44Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T22:56:48Z,finished,,,2019-11-15T22:50:35Z,democrat,democrat.png,Lzx862ixm2DfJSohS,"60,54,58,53,55",2019-11-15T22:56:01.054Z,60.0,2019-11-15T22:56:13.164Z,54.0,2019-11-15T22:56:27.900Z,58.0,2019-11-15T22:56:38.337Z,53.0,2019-11-15T22:56:47.428Z,55.0,3.0,2.0,1.0,True,48.0,professional,female,80.0,,SuperEnemy.png,,,,60.0,54.0,58.0,53.0,55.0,republican,unknowledgeable,republicans,agree,agree,agree,agree,disagree,quite_bit,quite_bit,moderate,moderate,moderate,not_at_all,not_at_all,moderate,not_at_all,not_at_all,96.0,92.0,93.0,100.0,93.0,5.0,5.0,10.0,no,yes,"none, thank you",Hormozgan,Nikolai Patrushev,Beijing,,,,"60,54,58,53,55",,
qnFrsbHxxy6Df3MMF,,2019-11-15T23:11:48Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T23:12:49Z,finished,,,2019-11-15T23:08:10Z,democrat,democrat.png,hnimK6XEr9Xdbw2Th,"40,,50,,50",2019-11-15T23:12:14.815Z,40.0,,,2019-11-15T23:12:38.545Z,50.0,,,2019-11-15T23:13:03.314Z,50.0,3.0,2.0,1.0,True,29.0,bachelors,male,35.0,,SuperEnemy.png,,,,40.0,39.0,50.0,,50.0,republican,neither-unknowledgeable-knowledgable,republicans,agree,no_agree_disagree,agree,agree,strong_disagree,moderate,moderate,moderate,moderate,little,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,67.0,31.0,77.0,38.0,79.0,0.0,8.0,10.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"40,39,50,,50",,
KigHH7vkA8fn9Ecrh,,2019-11-15T23:22:14Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-15T23:22:59Z,finished,,,2019-11-15T23:14:19Z,democrat,democrat.png,naYBJCTBRFrcWquEs,"19,17,31,28,33",2019-11-15T23:22:26.317Z,19.0,2019-11-15T23:22:38.331Z,17.0,2019-11-15T23:22:44.836Z,31.0,2019-11-15T23:22:49.155Z,28.0,2019-11-15T23:22:55.635Z,33.0,3.0,2.0,1.0,True,36.0,bachelors,male,78.0,78.0,Hashtag_Rock.png,190,38.6,315000,19.0,17.0,31.0,28.0,33.0,republican,slightly-unknowledgeable,democrats,no_agree_disagree,strong_disagree,no_agree_disagree,strong_agree,disagree,quite_bit,quite_bit,extreme,moderate,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,73.0,56.0,83.0,3.0,35.0,5.0,10.0,10.0,no,no,Thanks for letting me participate.,,,,,,,"19,17,31,28,33",,
nqKZ8Tam8mzRjr5x9,,2019-11-16T00:21:52Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T00:22:54Z,finished,,,2019-11-16T00:10:57Z,democrat,democrat.png,CciSrcoevArKL2YdB,",16,37,32,30",,,2019-11-16T00:22:30.381Z,16.0,2019-11-16T00:22:37.418Z,37.0,2019-11-16T00:22:42.583Z,32.0,2019-11-16T00:22:52.564Z,30.0,3.0,2.0,1.0,True,35.0,bachelors,female,60.0,51.0,Hashtag_Rock.png,190,38.6,315000,8.0,16.0,37.0,32.0,30.0,republican,neither-unknowledgeable-knowledgable,democrats,no_agree_disagree,strong_agree,no_agree_disagree,strong_agree,strong_disagree,quite_bit,extreme,extreme,quite_bit,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,100.0,32.0,100.0,100.0,50.0,0.0,8.0,9.0,no,no,,,,,,,,"8,16,37,32,30",,
MBRW2uqSX842CEsYG,,2019-11-16T00:52:26Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T00:53:26Z,finished,,,2019-11-16T00:42:07Z,democrat,democrat.png,CLcuvXn4Lwebiqnry,"33,,45,45,49",2019-11-16T00:52:46.072Z,33.0,,,2019-11-16T00:53:10.320Z,45.0,2019-11-16T00:53:17.943Z,45.0,2019-11-16T00:53:27.195Z,49.0,3.0,2.0,1.0,True,53.0,professional,female,72.0,72.0,SuperEnemy.png,,,,33.0,44.0,45.0,45.0,49.0,democratic,neither-unknowledgeable-knowledgable,republicans,agree,agree,agree,no_agree_disagree,strong_disagree,little,moderate,moderate,little,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,50.0,50.0,50.0,66.0,74.0,7.0,4.0,5.0,no,yes,,Hormozgan,Nikolai Patrushev,Beijing,,,,"33,44,45,45,49",,
4N6G3wu34RfrFudGn,,2019-11-16T00:58:44Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T00:59:31Z,finished,,,2019-11-16T00:51:44Z,democrat,democrat.png,WCELX3etfXwimFYzX,"28,48,45,50,42",2019-11-16T00:58:58.768Z,28.0,2019-11-16T00:59:08.257Z,48.0,2019-11-16T00:59:18.023Z,45.0,2019-11-16T00:59:24.546Z,50.0,2019-11-16T00:59:32.390Z,42.0,3.0,2.0,1.0,True,30.0,some-college,male,64.0,80.0,SuperEnemy.png,,,,28.0,48.0,45.0,50.0,42.0,republican,neither-unknowledgeable-knowledgable,republicans,agree,agree,agree,agree,disagree,quite_bit,quite_bit,quite_bit,moderate,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,57.0,58.0,53.0,62.0,43.0,32.0,9.0,10.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"28,48,45,50,42",,
JzupXxrJ37Jusmved,,2019-11-16T01:01:42Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:02:32Z,finished,,,2019-11-16T00:58:07Z,democrat,democrat.png,aLu9EFeLvmZcR5RYA,"30,30,41,20,27",2019-11-16T01:01:55.507Z,30.0,2019-11-16T01:02:09.037Z,30.0,2019-11-16T01:02:17.816Z,41.0,2019-11-16T01:02:26.441Z,20.0,2019-11-16T01:02:32.040Z,27.0,3.0,2.0,1.0,True,56.0,doctorate,male,40.0,31.0,Hashtag_Rock.png,190,38.6,315000,30.0,30.0,41.0,20.0,27.0,republican,neither-unknowledgeable-knowledgable,republicans,agree,agree,agree,agree,no_agree_disagree,extreme,extreme,extreme,quite_bit,moderate,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,50.0,50.0,50.0,50.0,50.0,50.0,8.0,8.0,no,no,,,,,,,,"30,30,41,20,27",,
xfvyK5Joiub8gonYj,,2019-11-16T01:05:57Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:06:47Z,finished,,,2019-11-16T00:59:05Z,democrat,democrat.png,fK8vdsnhceoeec4L4,"40,46,39,41,42",2019-11-16T01:06:10.966Z,40.0,2019-11-16T01:06:19.451Z,46.0,2019-11-16T01:06:31.497Z,39.0,2019-11-16T01:06:36.405Z,41.0,2019-11-16T01:06:46.582Z,42.0,3.0,2.0,1.0,True,48.0,masters,male,90.0,,SuperEnemy.png,,,,40.0,46.0,39.0,41.0,42.0,republican,neither-unknowledgeable-knowledgable,republicans,no_agree_disagree,disagree,no_agree_disagree,no_agree_disagree,disagree,moderate,moderate,moderate,little,moderate,little,little,little,not_at_all,not_at_all,16.0,10.0,37.0,27.0,11.0,12.0,7.0,10.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"40,46,39,41,42",,
KCWC2xSo9girCD9hY,,2019-11-16T01:07:55Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:08:46Z,finished,,,2019-11-16T00:59:53Z,democrat,democrat.png,otbhJCMxAY9dTLKod,"24,,14,47,50",2019-11-16T01:08:05.775Z,24.0,,,2019-11-16T01:08:32.930Z,14.0,2019-11-16T01:08:38.624Z,47.0,2019-11-16T01:08:42.961Z,50.0,3.0,2.0,1.0,True,33.0,some-college,female,30.0,67.0,SuperEnemy.png,,,,24.0,,14.0,47.0,50.0,democratic,slightly-unknowledgeable,democrats,strong_agree,agree,agree,strong_agree,strong_disagree,quite_bit,extreme,extreme,little,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,100.0,91.0,84.0,52.0,22.0,17.0,10.0,9.0,no,no,,Hormozgan,Nikolai Patrushev,Beijing,,,,"24,,14,47,50",,
4PAGwX8hfGLffWzqE,,,,,,2020-01-14T23:20:52Z,gameFull,,,2019-11-16T01:04:20Z,democrat,democrat.png,,,,,,,,,,,,,,,,,37.0,bachelors,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgRWBAPFGCBqktT2w,,,,,,2020-01-14T23:21:29Z,gameFull,,,2019-11-16T01:05:40Z,democrat,democrat.png,,,,,,,,,,,,,,,,,45.0,associate,female,89.0,85.0,SuperEnemy.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hormozgan,Nikolai Petrushev,Beijing,,,,,,
cgAihYYjh5Kck4bB4,,2019-11-16T01:16:48Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:17:45Z,finished,,,2019-11-16T01:08:36Z,democrat,democrat.png,nGJSPB9tafJCNWkZk,"29,,47,56,62",2019-11-16T01:17:07.072Z,29.0,,,2019-11-16T01:17:29.650Z,47.0,2019-11-16T01:17:37.605Z,56.0,2019-11-16T01:17:43.950Z,62.0,3.0,2.0,1.0,True,45.0,bachelors,female,,,HotDog.png,,,,29.0,,47.0,56.0,62.0,multiple,slightly-knowledgeable,democrats,agree,agree,no_agree_disagree,disagree,disagree,quite_bit,quite_bit,quite_bit,moderate,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,89.0,52.0,49.0,52.0,26.0,35.0,10.0,110.0,no,no,,,,,Jack Dietz,62.0,Old State House,"29,,47,56,62",,
x24WKjEjbJgngSP6N,,2019-11-16T01:29:25Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:30:33Z,finished,,,2019-11-16T01:14:32Z,democrat,democrat.png,PsvmLCrXebXtxQZag,",14,10,11,10",,,2019-11-16T01:30:02.697Z,14.0,2019-11-16T01:30:15.994Z,10.0,2019-11-16T01:30:23.851Z,11.0,2019-11-16T01:30:34.237Z,10.0,3.0,2.0,1.0,True,40.0,bachelors,male,,25.0,SuperEnemy.png,,,,,14.0,10.0,11.0,10.0,multiple,neither-unknowledgeable-knowledgable,republicans,agree,agree,agree,agree,strong_disagree,moderate,moderate,little,not_at_all,,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,87.0,17.0,87.0,77.0,80.0,3.0,4.0,5.0,no,no,the article questions page did not accept the answers i gave and had to type and retype them over and over for it to take,Hormozgan,Nikolai Patrushev,Beijing,,,,",14,10,11,10",,
TkchqdL54gSrayHN5,,2019-11-16T01:28:26Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:29:45Z,finished,,,2019-11-16T01:21:06Z,democrat,democrat.png,LhC2FMhoLP5wMBsug,"71,,,70,",2019-11-16T01:28:48.590Z,71.0,,,,,2019-11-16T01:29:25.002Z,70.0,,,3.0,2.0,1.0,True,42.0,high-school,male,82.0,90.0,Hashtag_Rock.png,190,38.6,315000,71.0,,69.0,70.0,,republican,unknowledgeable,republicans,disagree,agree,strong_disagree,disagree,strong_disagree,extreme,extreme,extreme,not_at_all,not_at_all,extreme,extreme,,not_at_all,not_at_all,50.0,50.0,50.0,50.0,50.0,1.0,10.0,1.0,no,no,,,,,,,,"71,,69,70,",,
g8miXat2mgHPJYEjh,,2019-11-16T01:40:29Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:41:30Z,finished,,,2019-11-16T01:34:36Z,democrat,democrat.png,d9qg4vHpZLmnPhRtN,"41,20,42,63,67",2019-11-16T01:40:45.390Z,41.0,2019-11-16T01:40:55.956Z,20.0,2019-11-16T01:41:09.585Z,42.0,2019-11-16T01:41:17.284Z,63.0,2019-11-16T01:41:29.634Z,67.0,3.0,2.0,1.0,True,51.0,bachelors,female,,43.0,Hashtag_Rock.png,190,38.6,315000,41.0,20.0,42.0,63.0,67.0,republican,unknowledgeable,republicans,agree,agree,agree,strong_agree,strong_disagree,quite_bit,moderate,moderate,quite_bit,moderate,little,little,not_at_all,not_at_all,not_at_all,74.0,51.0,100.0,56.0,94.0,11.0,5.0,9.0,no,yes,,,,,,,,"41,20,42,63,67",,
zWc7zYFqJ3kxpwgHq,,2019-11-16T01:45:28Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:46:20Z,finished,,,2019-11-16T01:40:33Z,democrat,democrat.png,s8RwCGBggLqTazqHS,"31,60,59,59,62",2019-11-16T01:45:46.955Z,31.0,2019-11-16T01:45:54.896Z,60.0,2019-11-16T01:46:03.886Z,59.0,2019-11-16T01:46:12.277Z,59.0,2019-11-16T01:46:17.861Z,62.0,3.0,2.0,1.0,True,27.0,bachelors,female,70.0,62.0,Hashtag_Rock.png,190,38.6,315000,31.0,60.0,59.0,59.0,62.0,republican,neither-unknowledgeable-knowledgable,republicans,disagree,agree,agree,agree,strong_disagree,moderate,moderate,,,,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,71.0,51.0,72.0,59.0,49.0,25.0,10.0,10.0,no,no,,,,,,,,"31,60,59,59,62",,
qKJNHg6FmEjsJ6gx4,,2019-11-16T01:55:41Z,,,"ExitSurvey,GameSurvey,Debrief",2019-11-16T01:56:54Z,finished,,,2019-11-16T01:46:28Z,democrat,democrat.png,vTZGL9xXGHeuTyYgC,",44,41,40,42",,,2019-11-16T01:56:26.614Z,44.0,2019-11-16T01:56:36.664Z,41.0,2019-11-16T01:56:44.381Z,40.0,2019-11-16T01:56:50.572Z,42.0,3.0,2.0,1.0,True,63.0,bachelors,female,,,Hashtag_Rock.png,190,38.6,315000,,44.0,41.0,40.0,42.0,republican,neither-unknowledgeable-knowledgable,republicans,agree,agree,agree,no_agree_disagree,no_agree_disagree,extreme,extreme,extreme,extreme,quite_bit,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,51.0,51.0,29.0,51.0,52.0,28.0,5.0,10.0,no,yes,Good luck with your research?,,,,,,,",44,41,40,42",,
