_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.political_affiliation,data.avatar,data.neighbor_ids,data.responses,data.response0TimeAt,data.response0,data.response1TimeAt,data.response1,data.response2TimeAt,data.response2,data.response3TimeAt,data.response3,data.response4TimeAt,data.response4,data.total_reward,data.base_reward,data.bonus,data.made_submission,data.age,data.education,data.gender,data.instruction_first_guess,data.instruction_second_guess,data.article,data.mile,data.stone,data.years,data.last_response0,data.last_response1,data.last_response2,data.last_response3,data.last_response4,data.other_player_party,data.knowledge,data.senate,data.state,data.american,data.neighborhood,data.democrats,data.republicans,data.determined,data.attentive,data.alert,data.inspired,data.active,data.afraid,data.nervous,data.upset,data.ashamed,data.hostile,data.american_feel,data.texan_feel,data.democrats_feel,data.californians_feel,data.chinese_feel,data.republicans_feel,data.clarity,data.fairness,data.lookup,data.familiarity,data.feedback,data.province,data.official,data.city,data.champion,data.hotdog,data.boston,data.last_responses,data.russians_feel,data.iranians_feel
oM6puuTvhXR8tLDiD,KReJgfvw7wAEtRy9b,{},Bob,2019-11-15T17:23:00Z,,,,2019-11-15T19:16:28Z,finished,,,2019-11-15T17:23:00Z,democrat,democrat.png,MTR9y4CyPy6j9HBCT,"74,74,74,74,74",2019-11-15T19:15:49.202Z,74,2019-11-15T19:16:01.596Z,74,2019-11-15T19:16:09.734Z,74,2019-11-15T19:16:18.293Z,74,2019-11-15T19:16:27.425Z,74,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
beAWF8b3rK5oiAiKM,ukdEJccwK8CnakX6Q,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T22:25:44Z,finished,,,2019-11-15T17:23:01Z,democrat,democrat.png,eiH9zvcFz7wnF5DQo,"87,87,87,87,87",2019-11-15T22:24:46.395Z,87,2019-11-15T22:24:56.411Z,87,2019-11-15T22:25:03.503Z,87,2019-11-15T22:25:21.552Z,87,2019-11-15T22:25:37.515Z,87,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
o2iQKoR3Yfz6BJE8P,ha73WqkhribruDjAw,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T22:47:41Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,jw9cMfiabp7CEQF3s,"22,36,35,40,46",2019-11-15T22:47:11.505Z,22,2019-11-15T22:47:21.510Z,36,2019-11-15T22:47:27.449Z,35,2019-11-15T22:47:33.503Z,40,2019-11-15T22:47:41.447Z,46,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
Y5NtGjjeuBAQZ8mKo,znmKLMxaffH8niKgG,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T19:09:26Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,a54BuNfv3a4JEiShZ,"72,72,72,61,63,55",2019-11-15T19:08:30.459Z,72,2019-11-15T19:08:46.082Z,72,2019-11-15T19:09:01.851Z,61,2019-11-15T19:09:11.213Z,63,2019-11-15T19:09:26.092Z,55,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
exx5T7Z5aGrADcPNK,oYwRTHQGtPuc3EiDj,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T20:18:08Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,Jr7AAazExynfDudhk,"83,72,61,52,49",2019-11-15T20:17:24.754Z,83,2019-11-15T20:17:40.236Z,72,2019-11-15T20:17:50.498Z,61,2019-11-15T20:17:58.786Z,52,2019-11-15T20:18:05.855Z,49,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
DcJHHMQqGNwaHd6hy,pcKKHsQiaJnqXKAqy,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T19:13:53Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,oKJRyDBBFM9pbfTQj,"13,21,21,21,21,21,32",2019-11-15T19:12:53.526Z,13,2019-11-15T19:13:06.812Z,21,2019-11-15T19:13:21.219Z,21,2019-11-15T19:13:36.315Z,21,2019-11-15T19:13:49.899Z,32,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
efXuZPBhSJs8WJTp6,LXAvtt3BMrY9S6XDY,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T20:17:30Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,dp4sZLLTfBMDxAQYh,"87,73,66,61,59",2019-11-15T20:17:01.155Z,87,2019-11-15T20:17:10.574Z,73,2019-11-15T20:17:17.743Z,66,2019-11-15T20:17:23.588Z,61,2019-11-15T20:17:29.599Z,59,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
gKE4JeHZFAhKj5k5r,hsZSoNMnsbF2t3e8N,{},Bob,2019-11-15T17:23:01Z,,,,2020-01-06T19:55:38Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,yZmkEmpCTQuxiFprG,"13,13,13,13,13",2020-01-06T19:55:08.843Z,13,2020-01-06T19:55:18.626Z,13,2020-01-06T19:55:24.400Z,13,2020-01-06T19:55:31.820Z,13,2020-01-06T19:55:37.800Z,13,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
ZcvsKxecQYk4FNmzA,jY3okQr38PGg5vKmB,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T20:39:50Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,ktBG4QyjTSc79Erfm,"7,7,7,7,7",2019-11-15T20:39:09.536Z,7,2019-11-15T20:39:17.463Z,7,2019-11-15T20:39:26.996Z,7,2019-11-15T20:39:37.997Z,7,2019-11-15T20:39:49.408Z,7,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
LhC2FMhoLP5wMBsug,frifvRABQamACLpx9,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-16T01:29:45Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,TkchqdL54gSrayHN5,"19,19,19,19,19,19,19",2019-11-16T01:28:39.922Z,19,2019-11-16T01:28:54.921Z,19,2019-11-16T01:29:11.921Z,19,2019-11-16T01:29:29.039Z,19,2019-11-16T01:29:36.040Z,19,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
94eW8AFi5Sq8beooQ,FsYJLchDyd3NpFw6p,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T20:31:46Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,qmBSmYiQapuE55Nb9,"13,17,24,26,26",2019-11-15T20:30:51.144Z,13,2019-11-15T20:31:14.859Z,17,2019-11-15T20:31:25.182Z,24,2019-11-15T20:31:35.280Z,26,2019-11-15T20:31:46.668Z,26,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
RueR3oeHWTx9wrnN7,PmikgK6LexdZhSNM9,{},Bob,2019-11-15T17:23:01Z,,,,2020-01-06T19:52:44Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,7CkxASGKthbsRDgt2,"11,11,11,11,11",2020-01-06T19:51:58.506Z,11,2020-01-06T19:52:13.570Z,11,2020-01-06T19:52:25.097Z,11,2020-01-06T19:52:37.178Z,11,2020-01-06T19:52:42.706Z,11,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
gTx7ND5bHF6kPhWDf,6uqNay8Mqq6Ab4mww,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T20:14:00Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,xohkiRXrDTMHmz35M,"56,56,56,56,56",2019-11-15T20:13:11.794Z,56,2019-11-15T20:13:20.700Z,56,2019-11-15T20:13:38.458Z,56,2019-11-15T20:13:50.529Z,56,2019-11-15T20:13:57.541Z,56,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
EbzaxStjfG5LC9dZZ,aAbKjHsYcA68t8ibS,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T19:27:20Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,AwhHBj6jrfw5kn2F8,"59,59,59,59,59",2019-11-15T19:26:36.626Z,59,2019-11-15T19:26:44.966Z,59,2019-11-15T19:27:01.608Z,59,2019-11-15T19:27:12.044Z,59,2019-11-15T19:27:17.062Z,59,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
xypDt79oPvnKzndep,judnSh3q9D9FPscNu,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T21:42:06Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,AY9KtN6BiB5Z5nxr6,"85,85,85,85,85",2019-11-15T21:41:17.914Z,85,2019-11-15T21:41:34.465Z,85,2019-11-15T21:41:44.906Z,85,2019-11-15T21:41:57.097Z,85,2019-11-15T21:42:06.014Z,85,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
cT9kScwjZu3npRArg,HTvsx28HqLQeiBneb,{},Bob,2019-11-15T17:23:01Z,,,,2019-11-15T19:38:55Z,finished,,,2019-11-15T17:23:01Z,republican,republican.png,qtZu8RJvGudSyvwBM,"69,69,69,69,69",2019-11-15T19:38:08.050Z,69,2019-11-15T19:38:23.053Z,69,2019-11-15T19:38:37.067Z,69,2019-11-15T19:38:45.326Z,69,2019-11-15T19:38:53.717Z,69,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
24ehhwSXCza4fCL3N,3dkprALQyDJoLTRZ8,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T20:28:41Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,RmXBA4Qp6AHBuDMLc,"80,70,70,60,57",2019-11-15T20:27:49.823Z,80,2019-11-15T20:28:04.448Z,70,2019-11-15T20:28:17.162Z,70,2019-11-15T20:28:31.370Z,60,2019-11-15T20:28:39.362Z,57,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
CtHqqdRQ4jPL4RPT4,ermq4n7eZFePNTAKJ,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:30:31Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,Yimd4hChdB5eo5Nze,"87,78,70,65,56",2019-11-15T19:29:58.318Z,87,2019-11-15T19:30:06.204Z,78,2019-11-15T19:30:14.233Z,70,2019-11-15T19:30:19.334Z,65,2019-11-15T19:30:31.342Z,56,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
TjP83rnWKuBm6Dtek,7LBJCHX3GrF4kk7h5,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T21:32:51Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,P8HwcWfkmwbgEbM8d,"96,89,82,75,71",2019-11-15T21:31:55.563Z,96,2019-11-15T21:32:16.466Z,89,2019-11-15T21:32:30.852Z,82,2019-11-15T21:32:39.582Z,75,2019-11-15T21:32:45.106Z,71,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
LQKKBWSgS8YTyGbcm,Sm499Xu2RuQD6hZtX,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T21:11:45Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,zXyeCCiAxTtAK5vDE,"7,16,20,23,24",2019-11-15T21:11:12.168Z,7,2019-11-15T21:11:21.261Z,16,2019-11-15T21:11:28.453Z,20,2019-11-15T21:11:39.201Z,23,2019-11-15T21:11:45.468Z,24,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
QA4oJF3vpvANi24th,b6S87SWwgir4QNrbt,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:42:18Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,XpnrY4opuHx3EZD6Z,"14,14,19,16,23,20",2019-11-15T19:41:07.641Z,14,2019-11-15T19:41:31.942Z,19,2019-11-15T19:41:52.569Z,16,2019-11-15T19:42:04.712Z,23,2019-11-15T19:42:18.599Z,20,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
vngdDraQFw8gZRSsx,zEr9fy5W9HtYyXhNj,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:11:53Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,uDBLTE56zhRj6AE2W,"97,97,97,97,97",2019-11-15T19:11:16.386Z,97,2019-11-15T19:11:25.894Z,97,2019-11-15T19:11:40.521Z,97,2019-11-15T19:11:47.159Z,97,2019-11-15T19:11:53.334Z,97,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
2wWeceknvZh8L9R2b,v7gepQj8SFt3J4AFc,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:27:21Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,caXjqAmMhParomNL3,"94,82,80,73,68",2019-11-15T19:26:36.124Z,94,2019-11-15T19:26:41.054Z,82,2019-11-15T19:26:52.683Z,80,2019-11-15T19:27:07.773Z,73,2019-11-15T19:27:20.621Z,68,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
r8nTHn7Qwm9RwYj9c,AesrFRXqhSjmQw9e2,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-16T17:18:18Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,n6RTaqYsNBfqtD63E,"27,32,38,36,48",2019-11-16T17:17:44.731Z,27,2019-11-16T17:17:52.409Z,32,2019-11-16T17:18:00.411Z,38,2019-11-16T17:18:05.405Z,36,2019-11-16T17:18:18.405Z,48,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
XynBrKsKR8cpYcpBv,iSAE3neDbWpRyzat6,{},Bob,2019-11-15T17:23:02Z,,,,2020-01-06T19:56:44Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,szbo9BrpACzxPMt8Q,"74,74,74,74,74",2020-01-06T19:56:16.018Z,74,2020-01-06T19:56:21.703Z,74,2020-01-06T19:56:31.017Z,74,2020-01-06T19:56:37.709Z,74,2020-01-06T19:56:44.302Z,74,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
68CyXye3KAACXAJDk,RviifKvRJwkRQhxqg,{},Bob,2019-11-15T17:23:02Z,,,,2020-01-06T20:08:28Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,e3pDamZ9TSJZtFAoB,"78,78,78,78,78",2020-01-06T20:07:48.614Z,78,2020-01-06T20:08:02.257Z,78,2020-01-06T20:08:15.098Z,78,2020-01-06T20:08:21.696Z,78,2020-01-06T20:08:28.474Z,78,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
SvHcAQY4bHvE7hiEz,itXrrAyyPjryS65t3,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:40:49Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,6aQzDp4wwz7SGhQi9,"63,48,43,33,32",2019-11-15T19:40:09.579Z,63,2019-11-15T19:40:26.560Z,48,2019-11-15T19:40:34.567Z,43,2019-11-15T19:40:41.788Z,33,2019-11-15T19:40:48.220Z,32,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
q46iTSr96NQ4oJkAf,xhYcovYHYsRtbDtG7,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:18:04Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,jvdZJD5ajmQWAgikC,"7,19,27,36,41",2019-11-15T19:17:22.981Z,7,2019-11-15T19:17:30.536Z,19,2019-11-15T19:17:40.587Z,27,2019-11-15T19:17:54.344Z,36,2019-11-15T19:18:03.074Z,41,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
cmQakQ6yP4W5FZKd3,3AEAJwCmtLk8XRPkq,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:13:36Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,BibFeRev6QT9bFLSw,"70,70,70,70,70,70,70,70",2019-11-15T19:12:15.223Z,70,2019-11-15T19:12:39.315Z,70,2019-11-15T19:12:55.755Z,70,2019-11-15T19:13:11.040Z,70,2019-11-15T19:13:27.232Z,70,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
GmxJj6gzSdsQdNhAK,dMZpEfPDtu7K8D8cT,{},Bob,2019-11-15T17:23:02Z,,,,2020-01-06T19:26:35Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,fTf9ZMoRvnTg8os7D,"92,92,92,92,92",2020-01-06T19:26:01.750Z,92,2020-01-06T19:26:09.409Z,92,2020-01-06T19:26:15.657Z,92,2020-01-06T19:26:25.509Z,92,2020-01-06T19:26:32.493Z,92,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
MKTDeqFQfcdqXPwmg,SxweeyHEnXXSGpzG7,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:37:20Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,f9ta6LS735cGmoJcy,"91,91,91,91,91",2019-11-15T19:36:46.200Z,91,2019-11-15T19:36:52.147Z,91,2019-11-15T19:37:07.217Z,91,2019-11-15T19:37:14.050Z,91,2019-11-15T19:37:20.062Z,91,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
wnySdPGbB3XiPTaLp,bpNLdEGAWvMRkDAzA,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T20:50:54Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,vf4wkiPYEN7ArgPXj,"99,99,99,99,99",2019-11-15T20:50:16.998Z,99,2019-11-15T20:50:25.799Z,99,2019-11-15T20:50:37.197Z,99,2019-11-15T20:50:48.322Z,99,2019-11-15T20:50:54.257Z,99,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
7soGSZnJNg5Zxmkao,xfhkWTnG7PWmzkFEW,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-16T17:33:07Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,xeho9Bpok6TxDp9Zo,"80,80,80,80,80",2019-11-16T17:32:30.237Z,80,2019-11-16T17:32:37.084Z,80,2019-11-16T17:32:51.104Z,80,2019-11-16T17:33:00.117Z,80,2019-11-16T17:33:07.139Z,80,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
kTgXbK7ZQ4BtnjJvL,WwtmdmfEqGBz8JAfF,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T22:17:44Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,P9d3reJRTMgnDsm8g,"76,67,61,57,51",2019-11-15T22:16:48.709Z,76,2019-11-15T22:17:05.811Z,67,2019-11-15T22:17:18.807Z,61,2019-11-15T22:17:29.040Z,57,2019-11-15T22:17:38.728Z,51,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
buQTsyNYG56NLJneE,qvN6srx3b7GbMGbsw,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T19:54:41Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,ANKfQcagrmvH3KhBn,"81,81,81,81,81",2019-11-15T19:54:11.840Z,81,2019-11-15T19:54:19.242Z,81,2019-11-15T19:54:28.237Z,81,2019-11-15T19:54:34.851Z,81,2019-11-15T19:54:41.480Z,81,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
aHN4FMWgbpbeTwGh5,M4w6cWxrpTGRh5Egz,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T20:06:23Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,4HxuN3zcepWbAsNDY,"82,82,82,82,82",2019-11-15T20:05:45.005Z,82,2019-11-15T20:05:58.008Z,82,2019-11-15T20:06:08.106Z,82,2019-11-15T20:06:15.042Z,82,2019-11-15T20:06:23.354Z,82,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
5HFfAeLyBapB6LYD5,A9QZ5SR9TEJrDimDf,{},Bob,2019-11-15T17:23:02Z,,,,2019-11-15T21:10:13Z,finished,,,2019-11-15T17:23:02Z,republican,republican.png,aRQgoWW7uwa94Sink,"57,57,57,57,57",2019-11-15T21:09:18.945Z,57,2019-11-15T21:09:33.763Z,57,2019-11-15T21:09:50.338Z,57,2019-11-15T21:10:05.342Z,57,2019-11-15T21:10:12.859Z,57,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
QiTQnreC9d4HrfGFR,3kAdcaCc7Qj2hGTQa,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-15T19:10:19Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,TjM97MKcmkT97PfBK,"91,83,80,79,75",2019-11-15T19:09:46.211Z,91,2019-11-15T19:09:51.201Z,83,2019-11-15T19:10:04.555Z,80,2019-11-15T19:10:10.811Z,79,2019-11-15T19:10:18.791Z,75,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
naYBJCTBRFrcWquEs,4yRMk94JoTPj3Mvgd,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-15T23:22:59Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,KigHH7vkA8fn9Ecrh,"70,70,70,70,70",2019-11-15T23:22:27.204Z,70,2019-11-15T23:22:34.211Z,70,2019-11-15T23:22:45.435Z,70,2019-11-15T23:22:52.221Z,70,2019-11-15T23:22:59.437Z,70,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
oQ2tejSj9oi3jJo9h,a77srETiurXfa3GFq,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-16T16:00:45Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,Dtmaj9rPGNvn3fawy,"46,46,46,46,46,46",2019-11-16T15:59:33.464Z,46,2019-11-16T15:59:58.487Z,46,2019-11-16T16:00:13.666Z,46,2019-11-16T16:00:30.554Z,46,2019-11-16T16:00:45.537Z,46,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
g94etwdaJLTgDv6GQ,PYdyYgFMwZwKqpKRp,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-15T19:09:59Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,aZDPWWRY7fXpjQQb6,"69,57,48,48,48",2019-11-15T19:09:21.046Z,69,2019-11-15T19:09:29.148Z,57,2019-11-15T19:09:41.997Z,48,2019-11-15T19:09:49.575Z,48,2019-11-15T19:09:54.562Z,48,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
zecMSMrMinmyA6d5u,vHN8HYWXJg9NtLuPn,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-15T19:23:34Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,tW7ZDSsrohaDgY3LC,"3,17,20,28,36",2019-11-15T19:22:54.295Z,3,2019-11-15T19:23:12.520Z,17,2019-11-15T19:23:18.271Z,20,2019-11-15T19:23:26.702Z,28,2019-11-15T19:23:33.473Z,36,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
fK8vdsnhceoeec4L4,EuPjbLu8zr7gHNgMa,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-16T01:06:47Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,xfvyK5Joiub8gonYj,"92,77,65,61,54",2019-11-16T01:06:09.182Z,92,2019-11-16T01:06:16.360Z,77,2019-11-16T01:06:28.286Z,65,2019-11-16T01:06:39.235Z,61,2019-11-16T01:06:46.334Z,54,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
qNcbPRdyzTtjuRc3m,RuXPQ268ywxaZurPE,{},Bob,2019-11-15T17:23:03Z,,,,2020-01-06T19:33:31Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,5WHn2dwPntAxy3RNn,"89,76,69,65,61",2020-01-06T19:32:34.185Z,89,2020-01-06T19:32:48.696Z,76,2020-01-06T19:33:03.815Z,69,2020-01-06T19:33:16.812Z,65,2020-01-06T19:33:29.992Z,61,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
HN7eekFzmFg9yWMvZ,2NL2ZoYe5RyANACkg,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-15T22:19:47Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,TRKYs2xSxhKbJWp4Q,"64,53,47,47,42",2019-11-15T22:18:55.143Z,64,2019-11-15T22:19:11.144Z,53,2019-11-15T22:19:20.138Z,47,2019-11-15T22:19:32.143Z,47,2019-11-15T22:19:47.110Z,42,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
7hZZRPMyDFhv3yugX,zMTDDmSZgL6YeghiX,{},Bob,2019-11-15T17:23:03Z,,,,2019-11-16T08:44:49Z,finished,,,2019-11-15T17:23:03Z,republican,republican.png,P6mSSeqXewgmTxcaa,"7,19,26,31,39",2019-11-16T08:43:55.741Z,7,2019-11-16T08:44:16.995Z,19,2019-11-16T08:44:30.991Z,26,2019-11-16T08:44:36.992Z,31,2019-11-16T08:44:49.735Z,39,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
