_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.political_affiliation,data.avatar,data.neighbor_ids,data.responses,data.response0TimeAt,data.response0,data.response1TimeAt,data.response1,data.response2TimeAt,data.response2,data.response3TimeAt,data.response3,data.response4TimeAt,data.response4,data.total_reward,data.base_reward,data.bonus,data.made_submission,data.age,data.education,data.gender,data.instruction_first_guess,data.instruction_second_guess,data.article,data.mile,data.stone,data.years,data.last_response0,data.last_response1,data.last_response2,data.last_response3,data.last_response4,data.other_player_party,data.knowledge,data.senate,data.state,data.american,data.neighborhood,data.democrats,data.republicans,data.determined,data.attentive,data.alert,data.inspired,data.active,data.afraid,data.nervous,data.upset,data.ashamed,data.hostile,data.american_feel,data.texan_feel,data.democrats_feel,data.californians_feel,data.chinese_feel,data.republicans_feel,data.clarity,data.fairness,data.lookup,data.familiarity,data.feedback,data.province,data.official,data.city,data.champion,data.hotdog,data.boston,data.last_responses,data.russians_feel,data.iranians_feel
k6YebDXr5u4JBrCgp,vczh9QwHdenr3sQQb,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-07T02:33:30Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,zDaAL2ye73qM55nEi,"69,69,69,69,69,69,69,69,69,69,69,69",,69,2020-01-07T02:32:28.720Z,69,2020-01-07T02:32:44.075Z,69,2020-01-07T02:33:02.211Z,69,2020-01-07T02:33:17.569Z,69,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
jNqM9iyt6pQWmyEJo,NemaAcSyRmrpYfbEc,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-07T16:54:03Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,9omZKQt6wHG7kkyBw,"90,80,74,68,65",2020-01-07T16:53:34.219Z,90,2020-01-07T16:53:43.187Z,80,2020-01-07T16:53:49.217Z,74,2020-01-07T16:53:57.663Z,68,2020-01-07T16:54:03.218Z,65,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
rQJX7qsGFiGkDDWFA,YvBcAqFdK2v79Rz5o,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-06T23:25:43Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,svM7u7y26iBbfoCpF,"69,60,48,44,35",2020-01-06T23:25:04.315Z,69,2020-01-06T23:25:15.163Z,60,2020-01-06T23:25:22.069Z,48,2020-01-06T23:25:32.540Z,44,2020-01-06T23:25:39.539Z,35,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
NELCGJnmTE857groQ,KzRuTaMd7rdowdc7C,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-06T21:44:53Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,qFkfxGCkifbg4AWis,"85,85,85,85,85",2020-01-06T21:44:16.499Z,85,2020-01-06T21:44:29.436Z,85,2020-01-06T21:44:38.442Z,85,2020-01-06T21:44:47.262Z,85,2020-01-06T21:44:53.612Z,85,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
YLvcP4mrmcg9bA3xb,GPmh8RRD34APMDykp,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-06T22:27:51Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,MYEZZckM5XSFCdT4N,"77,73,66,59,53",2020-01-06T22:27:12.817Z,77,2020-01-06T22:27:29.808Z,73,2020-01-06T22:27:35.113Z,66,2020-01-06T22:27:43.805Z,59,2020-01-06T22:27:51.578Z,53,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
v583dDmnaTZ7naJoC,3PCxC9CNCdagv35oC,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-07T02:33:28Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,R6yEa2nqYgjyuXBWB,"78,78,78,78,78,78,78,78,78,78,78,78,78",,78,2020-01-07T02:32:31.332Z,78,2020-01-07T02:32:42.810Z,78,2020-01-07T02:33:01.503Z,78,2020-01-07T02:33:19.693Z,78,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
mBHqgsQnzaHaBSn9P,usi6wRXeAJcMLZ9gM,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-07T15:57:40Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,nBPQtLannG8u7Z2EA,"90,90,90,90,90",2020-01-07T15:57:04.212Z,90,2020-01-07T15:57:16.662Z,90,2020-01-07T15:57:25.286Z,90,2020-01-07T15:57:34.218Z,90,2020-01-07T15:57:39.759Z,90,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
dFj53A9c6tA6GK6aD,wJfg8Th8c5YKKDZSA,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-07T00:14:18Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,WtJhrKGXngosjSvpL,"67,67,67,67,67",2020-01-07T00:13:41.835Z,67,2020-01-07T00:13:50.805Z,67,2020-01-07T00:14:00.815Z,67,2020-01-07T00:14:06.713Z,67,2020-01-07T00:14:18.640Z,67,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
a2Qpfj5LncNENDMrh,fGoFuGLTMnu5rAiEC,{},Bob,2019-12-20T22:40:47Z,,,,2020-01-06T20:40:54Z,finished,,,2019-12-20T22:40:47Z,republican,republican.png,PFZ2RD8hFZsRmfwfK,"81,67,61,51,48",2020-01-06T20:39:58.910Z,81,2020-01-06T20:40:10.654Z,67,2020-01-06T20:40:24.984Z,61,2020-01-06T20:40:38.007Z,51,2020-01-06T20:40:50.064Z,48,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
6cendiceHsJFWYS9r,5a34EowjCgeZwbGMe,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T23:05:05Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,pPo9nPgZzHLtNdkSE,"15,28,34,41,41",2020-01-06T23:04:37.520Z,15,2020-01-06T23:04:44.692Z,28,2020-01-06T23:04:50.303Z,34,2020-01-06T23:04:58.463Z,41,2020-01-06T23:05:05.172Z,41,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
9rQv4jPfXbAZwWBmz,rfzy7wmbEt627vxDL,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T23:25:23Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,5c5x5yTz7YxHbZrAD,"63,60,57,54,56",2020-01-06T23:24:47.694Z,63,2020-01-06T23:24:55.999Z,60,2020-01-06T23:25:04.111Z,57,2020-01-06T23:25:16.187Z,54,2020-01-06T23:25:23.068Z,56,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
cfFQHYiDgYf4PHBta,GQk3kSZDPyTi4zbqE,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T11:50:53Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,orvsjNbktW5o3up3D,"88,88,88,88,88",2020-01-07T11:50:23.822Z,88,2020-01-07T11:50:31.842Z,88,2020-01-07T11:50:40.116Z,88,2020-01-07T11:50:46.109Z,88,2020-01-07T11:50:51.764Z,88,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
JQdjtmPEY8roxS5at,e3qghpGRumNMPtmJN,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T18:47:53Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,o7dyiEvfnWRkxpxHR,"58,48,42,36,34",2020-01-07T18:47:16.982Z,58,2020-01-07T18:47:28.981Z,48,2020-01-07T18:47:39.979Z,42,2020-01-07T18:47:47.119Z,36,2020-01-07T18:47:53.111Z,34,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
5F8dmuxAkA65bBc3a,6b3EGPuo6cJ3oNMZQ,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T23:23:18Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,CGCdSKGgtEAsQhQrm,"94,94,94,94,94",2020-01-06T23:22:04.210Z,94,2020-01-06T23:22:24.695Z,94,2020-01-06T23:22:40.630Z,94,2020-01-06T23:22:56.688Z,94,2020-01-06T23:23:12.487Z,94,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
vffr5PzpxjrLJ7fis,sKNK3ZTdGcqZoHLD9,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T20:55:49Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,QQEgfTkD6PRW9iNAx,"71,63,53,50,44",2020-01-06T20:55:03.375Z,71,2020-01-06T20:55:19.246Z,63,2020-01-06T20:55:33.959Z,53,2020-01-06T20:55:39.448Z,50,2020-01-06T20:55:45.961Z,44,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
9nSrvSKuWspXddJSr,tzYeHxoYL8kwqjeTR,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T23:57:06Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,XQvLTWwE3kFZecrCo,"21,33,37,41,43",2020-01-06T23:56:27.359Z,21,2020-01-06T23:56:31.841Z,33,2020-01-06T23:56:52.809Z,37,2020-01-06T23:56:58.771Z,41,2020-01-06T23:57:05.905Z,43,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
GkzbmAN8cdawM9NFL,kHKLfW5go34MGBtS7,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T00:11:46Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,vJ7YyKKSkoH5tKAoq,"90,90,90,90,90",2020-01-07T00:11:12.377Z,90,2020-01-07T00:11:20.312Z,90,2020-01-07T00:11:29.319Z,90,2020-01-07T00:11:40.375Z,90,2020-01-07T00:11:46.495Z,90,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
m5emsEqT4rDg4SpqN,N5PZ8GEfmndGkuGCg,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T20:55:48Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,YpXiJb2DfH9WuSYHs,"61,61,61,61,61",2020-01-06T20:55:01.349Z,61,2020-01-06T20:55:09.964Z,61,2020-01-06T20:55:20.922Z,61,2020-01-06T20:55:31.365Z,61,2020-01-06T20:55:41.386Z,61,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
e4aMDSnz27bjid7jh,XzTkRBzF5akXBMvgt,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T10:50:27Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,eTPknDcfbetkpj9Lp,"8,8,8,8,8",2020-01-07T10:49:24.797Z,8,2020-01-07T10:49:29.637Z,8,2020-01-07T10:49:45.582Z,8,2020-01-07T10:50:00.592Z,8,2020-01-07T10:50:17.599Z,8,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
fEvTxZ3uzLe56G8ds,qDJsaXmottXGPTsAv,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T23:21:27Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,pwB98AAmtvzR8EXYd,"53,53,53,53,53",2020-01-06T23:20:43.828Z,53,2020-01-06T23:20:55.082Z,53,2020-01-06T23:21:06.390Z,53,2020-01-06T23:21:17.677Z,53,2020-01-06T23:21:27.037Z,53,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
A6uY55PgdhBo3MxnH,sqhiuRbrCgmiiTdQ6,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T21:40:44Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,b8Ptyw77f7CLzq7X5,"63,51,48,40,39",2020-01-06T21:39:51.374Z,63,2020-01-06T21:40:09.313Z,51,2020-01-06T21:40:20.793Z,48,2020-01-06T21:40:30.020Z,40,2020-01-06T21:40:43.255Z,39,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
K6gtKL83CHQDWtQEF,cSimaJAsc5pdZWwyn,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T13:45:46Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,2EoMPHuwkHjYknsd5,"7,17,29,36,41",2020-01-07T13:45:02.212Z,7,2020-01-07T13:45:18.812Z,17,2020-01-07T13:45:31.187Z,29,2020-01-07T13:45:38.065Z,36,2020-01-07T13:45:43.902Z,41,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
E7iGDbZyGecEa5Pzp,3g5WAtwoSAumtLnKB,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T14:23:50Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,hp2nmDjTdhYDyATd9,"92,92,92,92,92,92,92",2020-01-07T14:22:44.169Z,92,2020-01-07T14:22:55.701Z,92,2020-01-07T14:23:09.183Z,92,2020-01-07T14:23:29.225Z,92,2020-01-07T14:23:45.191Z,92,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
MPDRY6hFF2BiTnrpY,dzTyuSTxEm9sxPbo6,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-06T22:08:31Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,MWLB2PiLShCBYHKf5,"69,71,66,65,63",2020-01-06T22:07:52.335Z,69,2020-01-06T22:08:03.494Z,71,2020-01-06T22:08:14.807Z,66,2020-01-06T22:08:23.229Z,65,2020-01-06T22:08:31.409Z,63,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
bgD5G6CK8a7ZbuGxE,okeqWxMYmqYpnzsnY,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T02:33:24Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,2p8Hb3wNDmnhsDAfq,"97,97,97,97,97,97",,97,2020-01-07T02:32:28.204Z,97,2020-01-07T02:32:43.679Z,97,2020-01-07T02:33:00.287Z,97,2020-01-07T02:33:14.317Z,97,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
Pc8ArsuDbCRrmxwmJ,tMXmuK5BGGf7w8Wo2,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T14:18:04Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,YJeTkp8cqpArEPSZS,"58,54,50,45,44",2020-01-07T14:17:12.128Z,58,2020-01-07T14:17:33.129Z,54,2020-01-07T14:17:42.427Z,50,2020-01-07T14:17:52.522Z,45,2020-01-07T14:18:02.916Z,44,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
nkXyK3EfdHbtBo22K,tRpvWKEp349eBf5zP,{},Bob,2019-12-20T22:40:48Z,,,,2020-01-07T00:14:46Z,finished,,,2019-12-20T22:40:48Z,republican,republican.png,5fQw93Ebi2ZZG5fPR,"87,87,87,87,87",2020-01-07T00:14:03.704Z,87,2020-01-07T00:14:17.687Z,87,2020-01-07T00:14:26.615Z,87,2020-01-07T00:14:37.941Z,87,2020-01-07T00:14:46.671Z,87,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
57n2wxAys4Be22kbA,u8iqnCQDEa39mqnJW,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-06T20:23:38Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,9fZho3GFsQWpwS6wZ,"86,76,71,67,65",2020-01-06T20:22:40.668Z,86,2020-01-06T20:22:59.619Z,76,2020-01-06T20:23:11.555Z,71,2020-01-06T20:23:24.303Z,67,2020-01-06T20:23:36.607Z,65,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
TfziSzqD5zuHo3BLB,ChykouxR9pnEkbCYy,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T15:45:39Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,c3CRAvmSsDrsCphux,"77,70,64,59,52",2020-01-07T15:45:09.543Z,77,2020-01-07T15:45:16.977Z,70,2020-01-07T15:45:23.548Z,64,2020-01-07T15:45:30.549Z,59,2020-01-07T15:45:39.059Z,52,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
4TL2bWcSSNEtYMo3C,AKxqytZhHG5gqFHc4,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T02:33:48Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,qkarR9ukgZC22NKA7,"12,12,12,12,12,12,12,12,12,12,12,12,12,12",,12,2020-01-07T02:32:35.096Z,12,2020-01-07T02:32:53.675Z,12,2020-01-07T02:33:08.679Z,12,2020-01-07T02:33:26.671Z,12,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
ue9R6qMTi7YNEPXTJ,3q7qxCXNCy77hnpKZ,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T05:32:57Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,F2Syskb5m9MzYGu3L,"71,63,52,52,45",2020-01-07T05:31:54.184Z,71,2020-01-07T05:32:13.784Z,63,2020-01-07T05:32:26.924Z,52,2020-01-07T05:32:38.322Z,52,2020-01-07T05:32:53.727Z,45,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
5gQFvurAix2RuXJs8,giYtRNB4XzAY2KJuT,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T04:34:20Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,Tnwm5thrziHMW8spN,"68,68,68,68,68",2020-01-07T04:33:30.143Z,68,2020-01-07T04:33:41.026Z,68,2020-01-07T04:33:55.109Z,68,2020-01-07T04:34:10.078Z,68,2020-01-07T04:34:20.236Z,68,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
5JTwSJ2n9fK3s9ruq,QCLwS9Q6aQGEJyZdZ,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T17:24:36Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,dLNa33s3dtScuyc3m,"17,17,17,17,17,17,17,17,17",2020-01-07T17:23:11.181Z,17,2020-01-07T17:23:36.932Z,17,2020-01-07T17:23:54.012Z,17,2020-01-07T17:24:09.984Z,17,2020-01-07T17:24:26.921Z,17,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
pEMMmnFtfL4iWu7NP,tHMqkCEMpkyQ87FXj,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T02:33:33Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,PfdeZSwbXRRvPpJEx,"1,1,1,1,1,1,1,1,1,1,1,1",,1,2020-01-07T02:32:28.913Z,1,2020-01-07T02:32:44.629Z,1,2020-01-07T02:33:02.411Z,1,2020-01-07T02:33:19.816Z,1,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
5FCxusTMKQyewhGFD,3BB9JnmzDu9uyJoE2,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T00:08:00Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,mNbzo2gbBxx6ow8NA,"19,19,19,19,19",2020-01-07T00:07:03.046Z,19,2020-01-07T00:07:25.089Z,19,2020-01-07T00:07:39.087Z,19,2020-01-07T00:07:44.957Z,19,2020-01-07T00:07:59.964Z,19,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
r7yvWfXqrXAjEQv2c,rJhmSn7H4tdrdWfAF,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-06T23:13:12Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,i5zmQxLxurXPEWGCW,"69,69,69,69,55,69,69,58",2020-01-06T23:12:06.732Z,69,2020-01-06T23:12:25.945Z,69,2020-01-06T23:12:41.886Z,55,2020-01-06T23:12:53.806Z,69,2020-01-06T23:13:11.805Z,58,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
TXR6S5gZcFqXjcTRa,YCXmv8mfrpbdqYCrv,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T00:45:31Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,93AA4QgFd8qGZfAaB,"94,94,94,94,94,94",2020-01-07T00:44:40.353Z,94,2020-01-07T00:44:50.368Z,94,2020-01-07T00:45:07.527Z,94,2020-01-07T00:45:17.893Z,94,2020-01-07T00:45:29.421Z,94,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
GtTpp3948rYaygPzt,275JvhkBRbvayzkPR,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-06T20:54:09Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,XsLMQEXztggawHnG4,"57,47,40,40,40,38",2020-01-06T20:53:24.554Z,57,2020-01-06T20:53:31.559Z,47,2020-01-06T20:53:47.150Z,40,2020-01-06T20:53:54.238Z,40,2020-01-06T20:54:09.234Z,38,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
sLr3qQvrHXCozRq7a,QH4pSieeqL8w8qkwP,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T00:45:18Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,jj8idfJJKu6XDHSFn,"68,53,41,37,32",2020-01-07T00:44:27.238Z,68,2020-01-07T00:44:38.254Z,53,2020-01-07T00:44:52.340Z,41,2020-01-07T00:45:07.382Z,37,2020-01-07T00:45:18.451Z,32,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
rZLgKsRrbebG8gnhN,kSgPGML3AoXwQ89or,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T15:23:02Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,SkPJo3TLk8pn3Lk4M,"81,69,69,59,53",2020-01-07T15:21:42.324Z,81,2020-01-07T15:22:06.531Z,69,2020-01-07T15:22:34.796Z,69,2020-01-07T15:22:50.449Z,59,2020-01-07T15:22:59.749Z,53,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
owe4qFTcga8T8zks7,poj6DJRJ3GBu8Qw6H,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T18:05:15Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,7C5Xgh3eiNWksxQ29,"79,79,79,79,79",2020-01-07T18:04:35.631Z,79,2020-01-07T18:04:45.150Z,79,2020-01-07T18:04:50.141Z,79,2020-01-07T18:05:05.973Z,79,2020-01-07T18:05:15.645Z,79,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
7NxvXGcD6BMEMDfRD,6RH6EG8uSKxxDp3Z3,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-06T22:52:03Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,NCqYJZd48mvecpMSE,"16,16,16,16,16",2020-01-06T22:51:06.880Z,16,2020-01-06T22:51:26.817Z,16,2020-01-06T22:51:39.830Z,16,2020-01-06T22:51:52.821Z,16,2020-01-06T22:52:01.548Z,16,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
7dNmnAtZbaDZk5oZS,tKBTGAimiMbxMmZ5n,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-06T20:28:50Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,mbBEqGhRc5Gv8EwXg,"64,64,64,64,64,64",2020-01-06T20:27:57.982Z,64,2020-01-06T20:28:17.582Z,64,2020-01-06T20:28:33.009Z,64,2020-01-06T20:28:44.023Z,64,2020-01-06T20:28:49.867Z,64,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
3mNx8uwLgbhmK4LdG,if2hNhJxddBPNFweq,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T03:53:52Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,D9LcAuN2R5EbaJy9H,"5,18,29,32,38",2020-01-07T03:53:00.470Z,5,2020-01-07T03:53:10.289Z,18,2020-01-07T03:53:22.214Z,29,2020-01-07T03:53:33.287Z,32,2020-01-07T03:53:46.431Z,38,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
YD8YN2QWQtACnmZPR,4b6QM8CPp8RWjTEvP,{},Bob,2019-12-20T22:40:49Z,,,,2020-01-07T18:06:46Z,finished,,,2019-12-20T22:40:49Z,republican,republican.png,DGXADaxi8mtCqPKgX,"97,97,97,97,97,97",2020-01-07T18:05:56.175Z,97,2020-01-07T18:06:08.736Z,97,2020-01-07T18:06:24.160Z,97,2020-01-07T18:06:35.732Z,97,2020-01-07T18:06:43.081Z,97,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
ts38c52SJ52cM2B8v,tFmEXktRyWSujjcrN,{},Bob,2019-12-20T22:40:50Z,,,,2020-01-06T23:50:04Z,finished,,,2019-12-20T22:40:50Z,republican,republican.png,wJauBTMeJ4dZPfxXv,"16,29,35,37,46",2020-01-06T23:49:22.313Z,16,2020-01-06T23:49:32.395Z,29,2020-01-06T23:49:42.315Z,35,2020-01-06T23:49:53.332Z,37,2020-01-06T23:49:59.123Z,46,3,2,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,",,
